qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	combineNotes
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1191$ROW17$RANGE23$LH195 X PHM49	Scottsbluff	1191	Hybrid HIPS	Medium	Full	2	17	23	LH195 X PHM49	Hybrid	2022-11-09 13:57:32	17.95	21.3	52	173	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1192$ROW17$RANGE24$PHW52 X LH185	Scottsbluff	1192	Hybrid HIPS	Medium	Full	2	17	24	PHW52 X LH185	Hybrid	2022-11-09 13:56:45	25.63	20.2	54.6	172	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1193$ROW17$RANGE25$PHP02 X LH185	Scottsbluff	1193	Hybrid HIPS	Medium	Full	2	17	25	PHP02 X LH185	Hybrid	2022-11-09 13:55:43	18.08	18.8	53.7	171	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1194$ROW17$RANGE26$B73 X PHM49	Scottsbluff	1194	Hybrid HIPS	Medium	Full	2	17	26	B73 X PHM49	Hybrid	2022-11-09 13:55:01	21.48	21.1	53	170	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1195$ROW17$RANGE27$2369 X PHZ51	Scottsbluff	1195	Hybrid HIPS	Medium	Full	2	17	27	2369 X PHZ51	Hybrid	NA	NA	NA	NA	NA	Grain tank
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1151$ROW20$RANGE3$PHK56 X W606S	Scottsbluff	1151	Hybrid HIPS	High	Full	1	20	3	PHK56 X W606S	Hybrid	2022-11-09 13:39:18	19.41	19.4	58.3	150	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1152$ROW20$RANGE4$PIONEER P0589 AMXT	Scottsbluff	1152	Hybrid HIPS	High	Full	1	20	4	PIONEER P0589 AMXT	Hybrid	2022-11-09 13:39:56	14.8	16	59.1	151	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1153$ROW20$RANGE5$PHP02 X PHB47	Scottsbluff	1153	Hybrid HIPS	High	Full	1	20	5	PHP02 X PHB47	Hybrid	2022-11-09 13:40:32	11.21	17.7	56.3	152	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1154$ROW20$RANGE6$LH195 X 3IIH6	Scottsbluff	1154	Hybrid HIPS	High	Full	1	20	6	LH195 X 3IIH6	Hybrid	2022-11-09 13:41:19	16.03	14.6	53.8	153	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1155$ROW20$RANGE7$PHN46 X PHK56	Scottsbluff	1155	Hybrid HIPS	High	Full	1	20	7	PHN46 X PHK56	Hybrid	2022-11-09 13:42:11	18.35	14.8	53.6	154	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1156$ROW20$RANGE8$PHK76 X LH198	Scottsbluff	1156	Hybrid HIPS	High	Full	1	20	8	PHK76 X LH198	Hybrid	2022-11-09 13:42:46	19.14	20.5	58.9	155	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1157$ROW20$RANGE9$LH198 X PHB47	Scottsbluff	1157	Hybrid HIPS	High	Full	1	20	9	LH198 X PHB47	Hybrid	2022-11-09 13:43:24	17.87	19.5	58.2	156	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1158$ROW20$RANGE10$SYNGENTA NK0760-3111	Scottsbluff	1158	Hybrid HIPS	High	Full	1	20	10	SYNGENTA NK0760-3111	Hybrid	2022-11-09 13:44:01	23.35	18.7	55.2	157	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1159$ROW20$RANGE11$SYNGENTA NK0760-3111	Scottsbluff	1159	Hybrid HIPS	High	Full	1	20	11	SYNGENTA NK0760-3111	Hybrid	2022-11-09 13:44:36	24.17	18.2	55.9	158	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1160$ROW20$RANGE12$SYNGENTA NK0760-3111	Scottsbluff	1160	Hybrid HIPS	High	Full	1	20	12	SYNGENTA NK0760-3111	Hybrid	2022-11-09 13:45:15	28.03	18.2	55.3	159	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1161$ROW20$RANGE13$SYNGENTA NK0760-3111	Scottsbluff	1161	Hybrid HIPS	High	Full	1	20	13	SYNGENTA NK0760-3111	Hybrid	2022-11-09 13:45:50	22.48	17.7	56.2	160	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1162$ROW20$RANGE14$SYNGENTA NK0760-3111	Scottsbluff	1162	Hybrid HIPS	High	Full	1	20	14	SYNGENTA NK0760-3111	Hybrid	2022-11-09 13:46:27	20.67	16.9	55.8	161	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1163$ROW20$RANGE15$PHP02 X LH185	Scottsbluff	1163	Hybrid HIPS	High	Full	2	20	15	PHP02 X LH185	Hybrid	2022-11-09 13:47:01	12.61	16.4	54.7	162	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1164$ROW20$RANGE16$PHB47 X PHJ89	Scottsbluff	1164	Hybrid HIPS	High	Full	2	20	16	PHB47 X PHJ89	Hybrid	2022-11-09 13:47:42	9.53	12.8	58.3	163	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1165$ROW20$RANGE17$PHT69 X 3IIH6	Scottsbluff	1165	Hybrid HIPS	High	Full	2	20	17	PHT69 X 3IIH6	Hybrid	2022-11-09 13:48:37	11.64	11.3	55.4	164	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1166$ROW20$RANGE18$PHG39 X PHM49	Scottsbluff	1166	Hybrid HIPS	High	Full	2	20	18	PHG39 X PHM49	Hybrid	2022-11-09 13:49:25	12.09	16.5	58.9	165	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1167$ROW20$RANGE19$LH198 X PHB47	Scottsbluff	1167	Hybrid HIPS	High	Full	2	20	19	LH198 X PHB47	Hybrid	2022-11-09 13:50:02	13.72	16.3	59.5	166	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1168$ROW20$RANGE20$B73 X MO17	Scottsbluff	1168	Hybrid HIPS	High	Full	2	20	20	B73 X MO17	Hybrid	2022-11-09 13:50:40	14.74	18.8	53.1	167	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1169$ROW20$RANGE21$PHP02 X LH145	Scottsbluff	1169	Hybrid HIPS	High	Full	2	20	21	PHP02 X LH145	Hybrid	2022-11-09 13:51:16	15.07	13.1	59.2	168	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1170$ROW20$RANGE22$SYNGENTA NK0760-3111	Scottsbluff	1170	Hybrid HIPS	High	Full	2	20	22	SYNGENTA NK0760-3111	Hybrid	2022-11-09 13:52:13	23.42	16.4	55.6	169	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1126$ROW21$RANGE3$B73 X 3IIH6	Scottsbluff	1126	Hybrid HIPS	High	Full	1	21	3	B73 X 3IIH6	Hybrid	2022-11-09 13:36:45	21.62	15.2	54.1	149	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1127$ROW21$RANGE4$2369 X LH123HT	Scottsbluff	1127	Hybrid HIPS	High	Full	1	21	4	2369 X LH123HT	Hybrid	2022-11-09 13:35:27	17.73	22.2	53.4	148	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1128$ROW21$RANGE5$PHZ51 X LH145	Scottsbluff	1128	Hybrid HIPS	High	Full	1	21	5	PHZ51 X LH145	Hybrid	2022-11-09 13:34:41	14.94	17.2	59.5	147	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1129$ROW21$RANGE6$B73 X PHN82	Scottsbluff	1129	Hybrid HIPS	High	Full	1	21	6	B73 X PHN82	Hybrid	2022-11-09 13:32:31	24.93	22.7	54.5	146	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1130$ROW21$RANGE7$PHP02 X PHG47	Scottsbluff	1130	Hybrid HIPS	High	Full	1	21	7	PHP02 X PHG47	Hybrid	2022-11-09 13:31:09	23.91	15.7	57.8	145	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1131$ROW21$RANGE8$PHK56 X LH198	Scottsbluff	1131	Hybrid HIPS	High	Full	1	21	8	PHK56 X LH198	Hybrid	2022-11-09 13:30:35	21.96	19.3	54.1	144	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1132$ROW21$RANGE9$LH82 X PHJ89	Scottsbluff	1132	Hybrid HIPS	High	Full	1	21	9	LH82 X PHJ89	Hybrid	2022-11-09 13:30:03	21.01	16.5	58	143	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1133$ROW21$RANGE10$HOEGEMEYER 8065RR	Scottsbluff	1133	Hybrid HIPS	High	Full	1	21	10	HOEGEMEYER 8065RR	Hybrid	2022-11-09 13:29:03	27.38	20.3	56.9	142	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1134$ROW21$RANGE11$LH198 X PHZ51	Scottsbluff	1134	Hybrid HIPS	High	Full	1	21	11	LH198 X PHZ51	Hybrid	2022-11-09 13:28:13	26.24	22.5	56.2	141	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1135$ROW21$RANGE12$PIONEER 1311 AMXT	Scottsbluff	1135	Hybrid HIPS	High	Full	1	21	12	PIONEER 1311 AMXT	Hybrid	2022-11-09 13:27:23	28.03	20.7	53.4	140	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1136$ROW21$RANGE13$PHN46 X PHB47	Scottsbluff	1136	Hybrid HIPS	High	Full	1	21	13	PHN46 X PHB47	Hybrid	2022-11-09 13:26:43	20.7	19.2	55.6	139	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1137$ROW21$RANGE14$PHW52 X LH185	Scottsbluff	1137	Hybrid HIPS	High	Full	1	21	14	PHW52 X LH185	Hybrid	2022-11-09 13:26:08	15.83	19.6	56.1	138	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1138$ROW21$RANGE15$LH145 X LH162	Scottsbluff	1138	Hybrid HIPS	High	Full	2	21	15	LH145 X LH162	Hybrid	2022-11-09 13:25:36	9.36	14.4	62.8	137	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1139$ROW21$RANGE16$PHK76 X W606S	Scottsbluff	1139	Hybrid HIPS	High	Full	2	21	16	PHK76 X W606S	Hybrid	2022-11-09 13:25:06	16.18	17.8	59	136	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1140$ROW21$RANGE17$LH185 X LH145	Scottsbluff	1140	Hybrid HIPS	High	Full	2	21	17	LH185 X LH145	Hybrid	2022-11-09 13:24:34	15.4	13.5	58.6	135	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1141$ROW21$RANGE18$PHP02 X PHG47	Scottsbluff	1141	Hybrid HIPS	High	Full	2	21	18	PHP02 X PHG47	Hybrid	2022-11-09 13:24:02	15.72	13.4	57.7	134	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1142$ROW21$RANGE19$PHP02 X LH82	Scottsbluff	1142	Hybrid HIPS	High	Full	2	21	19	PHP02 X LH82	Hybrid	2022-11-09 13:23:30	13.89	17	57.5	133	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1143$ROW21$RANGE20$PHP02 X W606S	Scottsbluff	1143	Hybrid HIPS	High	Full	2	21	20	PHP02 X W606S	Hybrid	2022-11-09 13:22:54	16.57	18.7	57	132	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1144$ROW21$RANGE21$PHK56 X LH82	Scottsbluff	1144	Hybrid HIPS	High	Full	2	21	21	PHK56 X LH82	Hybrid	2022-11-09 13:22:19	22.73	16.5	57	131	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1145$ROW21$RANGE22$PHB47 X 3IIH6	Scottsbluff	1145	Hybrid HIPS	High	Full	2	21	22	PHB47 X 3IIH6	Hybrid	2022-11-09 13:21:45	18.56	15.3	56.5	130	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1146$ROW21$RANGE23$LH82 X PHJ89	Scottsbluff	1146	Hybrid HIPS	High	Full	2	21	23	LH82 X PHJ89	Hybrid	2022-11-09 13:21:12	18.22	16.6	58.1	129	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1147$ROW21$RANGE24$PHK56 X PHJ89	Scottsbluff	1147	Hybrid HIPS	High	Full	2	21	24	PHK56 X PHJ89	Hybrid	2022-11-09 13:20:38	17.99	19.5	54.1	128	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1148$ROW21$RANGE25$2369 X PHZ51	Scottsbluff	1148	Hybrid HIPS	High	Full	2	21	25	2369 X PHZ51	Hybrid	2022-11-09 13:20:06	18.51	19.5	57.3	127	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1149$ROW21$RANGE26$2FACC X 3IIH6	Scottsbluff	1149	Hybrid HIPS	High	Full	2	21	26	2FACC X 3IIH6	Hybrid	2022-11-09 13:19:29	17.68	13.4	55.2	126	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1150$ROW21$RANGE27$PHN46 X PHK56	Scottsbluff	1150	Hybrid HIPS	High	Full	2	21	27	PHN46 X PHK56	Hybrid	2022-11-09 13:18:54	18.19	16.5	53.9	125	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1101$ROW22$RANGE3$PHK76 X W606S	Scottsbluff	1101	Hybrid HIPS	High	Full	1	22	3	PHK76 X W606S	Hybrid	2022-11-09 11:40:30	17.92	19.4	63.7	101	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1102$ROW22$RANGE4$PHK56 X LH82	Scottsbluff	1102	Hybrid HIPS	High	Full	1	22	4	PHK56 X LH82	Hybrid	2022-11-09 11:41:39	15.22	14.6	55.3	102	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1103$ROW22$RANGE5$PHP02 X PHN46	Scottsbluff	1103	Hybrid HIPS	High	Full	1	22	5	PHP02 X PHN46	Hybrid	2022-11-09 11:42:09	16.41	15.4	49.3	103	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1104$ROW22$RANGE6$B37 X H95	Scottsbluff	1104	Hybrid HIPS	High	Full	1	22	6	B37 X H95	Hybrid	2022-11-09 11:45:04	9.26	20.5	57.8	104	11/9/2022, 11:45:04 AM, Tare Warning, Test Weight: 5.75
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1105$ROW22$RANGE7$2369 X 3IIH6	Scottsbluff	1105	Hybrid HIPS	High	Full	1	22	7	2369 X 3IIH6	Hybrid	2022-11-09 11:45:41	21.77	16.3	56.7	105	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1106$ROW22$RANGE8$PHK56 X 3IIH6	Scottsbluff	1106	Hybrid HIPS	High	Full	1	22	8	PHK56 X 3IIH6	Hybrid	2022-11-09 11:46:11	18.52	13.1	64.4	106	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1107$ROW22$RANGE9$PHB47 X 3IIH6	Scottsbluff	1107	Hybrid HIPS	High	Full	1	22	9	PHB47 X 3IIH6	Hybrid	2022-11-09 11:46:54	18	15.1	59.4	107	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1108$ROW22$RANGE10$PHJ40 X LH82	Scottsbluff	1108	Hybrid HIPS	High	Full	1	22	10	PHJ40 X LH82	Hybrid	2022-11-09 11:47:26	14.13	15.3	62.4	108	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1109$ROW22$RANGE11$LH195 X PHM49	Scottsbluff	1109	Hybrid HIPS	High	Full	1	22	11	LH195 X PHM49	Hybrid	2022-11-09 11:47:57	17.36	22.6	57.5	109	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1110$ROW22$RANGE12$PHP02 X LH145	Scottsbluff	1110	Hybrid HIPS	High	Full	1	22	12	PHP02 X LH145	Hybrid	2022-11-09 11:48:36	17.17	14.9	64.9	110	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1111$ROW22$RANGE13$HOEGEMEYER 7089 AMXT	Scottsbluff	1111	Hybrid HIPS	High	Full	1	22	13	HOEGEMEYER 7089 AMXT	Hybrid	2022-11-09 11:49:07	15.27	15.1	56.9	111	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1112$ROW22$RANGE14$F42 X MO17	Scottsbluff	1112	Hybrid HIPS	High	Full	1	22	14	F42 X MO17	Hybrid	2022-11-09 11:49:47	0.29	0	0	112	Plot lost to belt issue
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1113$ROW22$RANGE15$PHK76 X LH82	Scottsbluff	1113	Hybrid HIPS	High	Full	2	22	15	PHK76 X LH82	Hybrid	NA	NA	NA	NA	NA	Plot lost to belt issue
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1114$ROW22$RANGE16$PHN46 X W606S	Scottsbluff	1114	Hybrid HIPS	High	Full	2	22	16	PHN46 X W606S	Hybrid	2022-11-09 13:12:14	12.73	19.7	54.1	113	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1115$ROW22$RANGE17$PHK76 X 3IIH6	Scottsbluff	1115	Hybrid HIPS	High	Full	2	22	17	PHK76 X 3IIH6	Hybrid	2022-11-09 13:12:46	10.25	13.8	58.2	114	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1116$ROW22$RANGE18$WF9 X H95	Scottsbluff	1116	Hybrid HIPS	High	Full	2	22	18	WF9 X H95	Hybrid	2022-11-09 13:13:22	5.27	19.6	54.2	115	One row
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1117$ROW22$RANGE19$PIONEER 1311 AMXT	Scottsbluff	1117	Hybrid HIPS	High	Full	2	22	19	PIONEER 1311 AMXT	Hybrid	2022-11-09 13:13:55	7.46	16	55.2	116	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1118$ROW22$RANGE20$PHJ40 X LH82	Scottsbluff	1118	Hybrid HIPS	High	Full	2	22	20	PHJ40 X LH82	Hybrid	2022-11-09 13:14:25	10.79	15.8	56.2	117	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1119$ROW22$RANGE21$LH74 X PHN82	Scottsbluff	1119	Hybrid HIPS	High	Full	2	22	21	LH74 X PHN82	Hybrid	2022-11-09 13:15:02	12.15	18.2	56.8	118	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1120$ROW22$RANGE22$PHK56 X LH198	Scottsbluff	1120	Hybrid HIPS	High	Full	2	22	22	PHK56 X LH198	Hybrid	2022-11-09 13:15:35	17.48	18.5	56.5	119	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1121$ROW22$RANGE23$LH74 X PHM49	Scottsbluff	1121	Hybrid HIPS	High	Full	2	22	23	LH74 X PHM49	Hybrid	2022-11-09 13:16:09	20.04	18.9	57.4	120	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1122$ROW22$RANGE24$4N506 X 3IIH6	Scottsbluff	1122	Hybrid HIPS	High	Full	2	22	24	4N506 X 3IIH6	Hybrid	2022-11-09 13:16:42	17.89	16.8	56.6	121	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1123$ROW22$RANGE25$2369 X PHP02	Scottsbluff	1123	Hybrid HIPS	High	Full	2	22	25	2369 X PHP02	Hybrid	2022-11-09 13:17:13	16.82	16.7	56.9	122	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1124$ROW22$RANGE26$PHK56 X W606S	Scottsbluff	1124	Hybrid HIPS	High	Full	2	22	26	PHK56 X W606S	Hybrid	2022-11-09 13:17:45	18.79	19	56.5	123	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1125$ROW22$RANGE27$N209 X 3IIH6	Scottsbluff	1125	Hybrid HIPS	High	Full	2	22	27	N209 X 3IIH6	Hybrid	2022-11-09 13:18:17	17.11	16	53.4	124	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1076$ROW23$RANGE3$B37 X OH43	Scottsbluff	1076	Hybrid HIPS	High	Full	1	23	3	B37 X OH43	Hybrid	2022-11-09 11:36:47	13.08	25.4	53.3	100	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1077$ROW23$RANGE4$PHP02 X LH198	Scottsbluff	1077	Hybrid HIPS	High	Full	1	23	4	PHP02 X LH198	Hybrid	2022-11-09 11:36:10	20.68	20.5	55	99	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1078$ROW23$RANGE5$B73 X PHM49	Scottsbluff	1078	Hybrid HIPS	High	Full	1	23	5	B73 X PHM49	Hybrid	2022-11-09 11:35:07	19.36	20.5	51.7	98	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1079$ROW23$RANGE6$PHK56 X LH185	Scottsbluff	1079	Hybrid HIPS	High	Full	1	23	6	PHK56 X LH185	Hybrid	2022-11-09 11:34:30	21.27	18.5	56.9	97	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1080$ROW23$RANGE7$LH195 X LH123HT	Scottsbluff	1080	Hybrid HIPS	High	Full	1	23	7	LH195 X LH123HT	Hybrid	2022-11-09 11:33:11	19.47	23.1	55.5	96	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1081$ROW23$RANGE8$LH145 X LH162	Scottsbluff	1081	Hybrid HIPS	High	Full	1	23	8	LH145 X LH162	Hybrid	2022-11-09 11:32:39	17.89	15	61.1	95	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1082$ROW23$RANGE9$PHK76 X LH82	Scottsbluff	1082	Hybrid HIPS	High	Full	1	23	9	PHK76 X LH82	Hybrid	2022-11-09 11:31:54	19.51	18.5	56.1	94	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1083$ROW23$RANGE10$B14A X MO17	Scottsbluff	1083	Hybrid HIPS	High	Full	1	23	10	B14A X MO17	Hybrid	2022-11-09 11:31:17	21.37	23.2	56.4	93	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1084$ROW23$RANGE11$PHP02 X PHK76	Scottsbluff	1084	Hybrid HIPS	High	Full	1	23	11	PHP02 X PHK76	Hybrid	2022-11-09 11:30:46	19.47	18.4	54.4	92	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1085$ROW23$RANGE12$2369 X PHP02	Scottsbluff	1085	Hybrid HIPS	High	Full	1	23	12	2369 X PHP02	Hybrid	2022-11-09 11:30:11	24.28	17.9	55.2	91	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1086$ROW23$RANGE13$PHK56 X PHJ89	Scottsbluff	1086	Hybrid HIPS	High	Full	1	23	13	PHK56 X PHJ89	Hybrid	2022-11-09 11:29:37	19.86	18.3	54.8	90	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1087$ROW23$RANGE14$PHT69 X 3IIH6	Scottsbluff	1087	Hybrid HIPS	High	Full	1	23	14	PHT69 X 3IIH6	Hybrid	2022-11-09 11:29:02	16.23	12.4	54.7	89	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1088$ROW23$RANGE15$LH195 X LH185	Scottsbluff	1088	Hybrid HIPS	High	Full	2	23	15	LH195 X LH185	Hybrid	2022-11-09 11:28:24	10.91	18	52	88	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1089$ROW23$RANGE16$PHK76 X LH145	Scottsbluff	1089	Hybrid HIPS	High	Full	2	23	16	PHK76 X LH145	Hybrid	2022-11-09 11:27:49	12.06	13.9	60.8	87	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1090$ROW23$RANGE17$LH123HT X PHB47	Scottsbluff	1090	Hybrid HIPS	High	Full	2	23	17	LH123HT X PHB47	Hybrid	2022-11-09 11:26:43	13.92	17.8	51.7	86	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1091$ROW23$RANGE18$LH198 X PHZ51	Scottsbluff	1091	Hybrid HIPS	High	Full	2	23	18	LH198 X PHZ51	Hybrid	2022-11-09 11:26:08	15.19	20.4	48	85	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1092$ROW23$RANGE19$B73 X 3IIH6	Scottsbluff	1092	Hybrid HIPS	High	Full	2	23	19	B73 X 3IIH6	Hybrid	2022-11-09 11:25:26	11.5	14.1	49.1	84	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1093$ROW23$RANGE20$PHW52 X PHN82	Scottsbluff	1093	Hybrid HIPS	High	Full	2	23	20	PHW52 X PHN82	Hybrid	2022-11-09 11:24:40	13.94	21.4	46.1	83	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1094$ROW23$RANGE21$PHP02 X PHJ89	Scottsbluff	1094	Hybrid HIPS	High	Full	2	23	21	PHP02 X PHJ89	Hybrid	2022-11-09 11:24:09	22.13	15.3	47.5	82	NA
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1095$ROW23$RANGE22$SYNGENTA NK0760-3111	Scottsbluff	1095	Hybrid HIPS	High	Full	2	23	22	SYNGENTA NK0760-3111	Hybrid	2022-11-09 11:22:44	13.25	15.6	51.4	81	NA
