qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,pedigreeID,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
23-M-1723058,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,8,7,147,NC350,1715603,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,56,165,"32,000",9.73,8.01,3.36,2.43,19,15.17,209.67,18.12,39.21,7.42,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723059,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,9,7,148,KUI44,1715604,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,122,192,"32,000",13.03,8.28,3.14,2.54,11.75,9.75,78.6,23.8,18.7,11.36,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1723060,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,10,7,149,CM105,1715605,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,67,152,"32,000",14.88,10.38,3.78,2.82,21,13.33,257.17,22.55,59.12,19.42,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1723061,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,11,7,150,OH43,1715606,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,55,160,"34,000",19.58,16.81,4.17,2.97,34.33,15.33,489,26.56,124.73,22.08,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723062,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,11,8,151,SD44,1715607,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,62,180,"33,000",16.48,15.52,4.08,2.47,33.67,17.5,539.5,22.78,119.51,20.13,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723063,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,10,8,152,ND246,1715608,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,53,140,"33,000",14.05,12.21,3.07,2.22,25.67,12,289.5,17.07,47.89,12.33,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723064,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,9,8,153,H95,1715609,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,65,163,"33,000",12.91,13.63,4.05,2.75,29.33,16.33,425.5,20.82,87.02,15.75,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723065,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,8,8,154,VA17,1715610,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,67,146,"32,000",13.09,10.03,3.79,2.47,20.75,13.5,215,24.03,55.73,16.17,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723066,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,7,8,155,NC264,1715611,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,67,158,"32,000",12.5,11.28,3.99,2.61,25.67,13.5,332.17,24.43,82.04,14.37,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723067,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,6,8,156,NC238,1715612,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,"32,000",14.77,7.64,3.59,2.48,8.33,10,32.17,NA,9.99,22.54,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1723068,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,5,8,157,PHT77,1715613,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,64,169,"32,000",14.53,13.43,4.32,2.82,31.67,14.33,436.67,25.28,107.45,18.73,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723069,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,8,158,B73,1715614,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,93,180,"32,000",14.48,12.62,4.55,3.04,32,16.33,468.33,23.65,109.52,29.4,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723070,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,8,159,H105W,1715615,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,94,169,"31,000",12.81,12.07,4.16,2.95,22.5,17,339,24.76,81.6,16.21,NA,NA,NA,NA,NA,NA,white,NA,9/25/2023,NA
23-M-1723071,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,8,160,C49A,1715616,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,53,101,"31,000",10.97,10.34,3.68,3.03,18.67,12.17,221.17,15.9,34.17,13.38,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723072,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,9,161,PHG35,1715617,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,75,155,"32,000",14.9,14.33,4.13,2.72,29,13.33,345.67,26.17,91.33,19.34,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1723073,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,9,162,N192,1715618,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,55,143,"32,000",13.67,12.56,3.92,2.58,21.33,14.33,276.83,24.7,66.83,15.62,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1723074,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,9,163,Q381,1715619,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,83,156,"33,000",13.14,12.12,4.06,2.59,24.17,14.67,335.17,22.74,74.77,14.02,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1723075,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,5,9,164,A554,1715620,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,67,134,"35,000",10.68,10.44,4,2.51,22.67,13.83,307.67,20.18,60.17,12.41,NA,NA,NA,NA,NA,NA,red/dark orange,NA,9/25/2023,NA
23-M-1723076,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,6,9,165,MS1334,1715621,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,49,147,"31,000",12.68,12.05,3.46,2.35,22.67,14,162.5,16.86,30.64,13.51,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723077,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,7,9,166,78004,1715622,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,79,165,"32,000",14.3,12.88,4.55,2.97,26,16.5,241.33,25.6,62.49,21.23,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723078,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,8,9,167,807,1715623,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,70,163,"32,000",14.3,12.11,3.83,2.91,13,11.33,135.17,28.1,37.27,20.83,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1723079,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,9,9,168,CI90C,1715624,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,79,132,"32,000",8.45,NA,NA,1.95,NA,NA,7.5,NA,0.87,5.95,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723080,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,10,9,169,VAW6,1715625,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,56,125,"32,000",18.86,11.73,3.54,2.68,16,13.4,150.4,26.27,39.78,19.3,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723081,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,11,9,170,LH38,1715626,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,33,120,"33,000",14.16,13.64,4.26,2.68,28.17,14,371.83,25.77,98.55,17.05,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723082,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,11,10,171,NC310,1715627,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,77,170,"32,000",12.96,11.25,4.25,2.94,27.33,21,479.67,17.77,85.26,19.05,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723083,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,10,10,172,HB8229,1715628,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,60,133,"32,000",14.26,13.75,3.78,2.47,27.33,12,274.33,30.81,88.35,12.79,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723084,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,9,10,173,A659,1715629,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,53,166,"33,000",12.57,10.76,4.29,3.15,20.33,15,265.83,26.95,69.22,24.66,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723085,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,8,10,174,CMV3,1715630,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,37,103,"36,000",15.93,13.81,4.22,2.76,28.8,12.4,339.6,27.56,92.88,20.6,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1723086,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,7,10,175,CML238,1715631,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,103,170,"33,000",14.08,12.34,4,3.18,19.33,14.33,196.67,20.6,41.7,19.62,NA,NA,NA,NA,NA,NA,white,NA,9/25/2023,NA
23-M-1723087,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,6,10,176,LH93,1715632,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,83,148,"33,000",15.43,14.52,3.62,2.15,30.17,15.17,395.33,20.49,81.03,14.15,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723088,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,5,10,177,PHN11,1715633,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,68,136,"32,000",14.02,13.07,4.35,2.94,23.83,16.33,363.33,25.73,95.53,20.07,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723089,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,10,178,B73,1715634,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,85,180,"32,000",13.9,12.88,4.48,3.11,28.83,17.67,457.67,20.13,94.34,27.66,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723090,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,10,179,LH145,1715635,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,48,121,"32,000",14,13.43,3.4,2.3,25.4,14.4,291.5,18.54,56.1,10.39,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1723091,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,10,180,IDS91,1715636,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,74,144,"32,000",15.44,14.88,3.02,2.2,32.67,12.33,358,11.61,39.14,12.09,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723092,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,11,181,11430,1715637,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,57,173,"32,000",14.85,13.2,4.27,2.71,29.33,16.33,418.33,24.67,100.06,16.77,NA,NA,NA,NA,NA,NA,red/dark orange,NA,9/25/2023,NA
23-M-1723093,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,11,182,792,1715638,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,63,163,"32,000",15.11,12.33,4.14,2.61,25.33,16,378.5,25.54,95.81,18.94,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723094,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,11,183,N6,1715639,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,78,151,"32,000",14.19,13.36,4.23,2.76,28.83,15.67,433.5,22.07,96.28,19.5,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723095,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,5,11,184,B73,1715640,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,98,188,"31,000",13.89,12.98,4.51,2.98,28.17,16.5,447.17,23.57,106.25,24.96,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723096,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,6,11,185,B57,1715641,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,60,145,"30,000",13.5,13.59,4.02,2.67,25.5,14.33,358.83,24.23,86.73,17.97,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723097,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,7,11,186,CML323,1715642,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,65,137,"32,000",15.52,13.49,3.66,2.62,23.33,12.33,237.67,23.96,56.11,20.07,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723098,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,8,11,187,CH9,1715643,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,34,118,"33,000",11.26,9.19,4.07,2.83,17.17,14.67,224.67,24.31,54.89,16.66,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723099,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,9,11,188,VA22,1715644,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,58,156,"32,000",19.88,17.62,3.75,2.58,37.67,13.67,488,23.74,112.31,31.58,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723100,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,10,11,189,NC340,1715645,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,60,143,"32,000",14.65,13.48,4.06,2.67,28.67,14,377.33,23.27,86.28,15.42,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729101,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,11,11,190,A619,1715646,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,47,153,"33,000",15.05,11.82,4.72,3.09,27.67,14.33,338.33,29.63,98.24,15.05,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729102,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,11,12,191,NC232,1715647,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,61,151,"33,000",14.81,13.77,4.57,2.95,31.5,16.83,527.67,23.02,126.9,25.33,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729103,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,10,12,192,LP5,1715648,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,79,141,"32,000",13.71,11.84,4.34,2.8,28.33,17,439.33,20.65,89.85,13.49,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729104,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,9,12,193,CM174,1715649,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,47,114,"33,000",14.57,13.48,4.03,2.9,30,14,347.17,21.68,69.35,18.15,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729105,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,8,12,194,NC314,1715650,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,57,143,"32,000",13.34,12.1,3.83,2.52,20.67,16.33,306.33,20.4,61.72,12.83,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729106,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,7,12,195,B73,1715651,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,87,198,"33,000",14.71,13.35,4.73,3.03,34.33,18,571.17,23.49,130.9,30.11,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729107,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,6,12,196,NC296,1715652,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,118,190,"33,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/25/2023,NA
23-M-1729108,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,5,12,197,NC362,1715653,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,80,174,"32,000",14.23,12.69,4.55,3.11,28,17.67,408.33,25.31,100.47,22.18,NA,NA,NA,NA,NA,NA,white,NA,9/25/2023,NA
23-M-1729109,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,12,198,LH82,1715654,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,52,133,"34,000",12.03,10.99,4.46,2.81,27.83,21.33,549.5,17.67,101.93,15.5,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729110,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,12,199,WHITE VARIEGATED,1715655,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,81,177,"32,000",16.11,13.68,3.85,2.53,29.67,14.83,392.17,17.93,70.42,14.7,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729111,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,12,200,NS501,1715656,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,63,148,"33,000",12.83,11.59,3.78,2.5,23.33,12.67,260.83,22.08,57.33,10.61,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729112,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,13,201,793,1715657,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,75,164,"33,000",13.3,12.72,4.56,2.72,24.67,16.17,341.67,30.18,103.33,22.22,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1729113,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,13,202,K148,1715658,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,63,186,"34,000",12.7,10.26,3.49,2.46,16.17,11,144.67,20.1,28.54,17.7,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729114,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,13,203,B73,1715659,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,"33,000",13.99,13.15,4.55,3.03,32.5,17.33,500.5,22.5,111.29,25.43,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729115,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,5,13,204,B73,1715660,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,"33,000",14.27,13.22,4.59,3.16,30.5,17.33,447.2,20.72,95.8,28.75,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729116,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,6,13,205,M14,1715661,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,58,168,"39,000",13.96,12.89,3.56,2.39,25.2,14,233.8,19.39,43.66,14.53,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729117,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,7,13,206,PA762,1715662,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,57,139,"32,000",13.84,12.87,4.09,2.68,29,15,378.17,22.43,84.19,16.77,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729118,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,8,13,207,NC236,1715663,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/25/2023,NA
23-M-1729119,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,9,13,208,PHG72,1715664,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,68,153,"34,000",13.27,11.82,3.75,2.36,29,14.67,410.5,18.33,76.26,14.37,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729120,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,10,13,209,DE_2,1715665,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,92,185,"32,000",13.61,13.14,4.87,3.14,27.83,15.67,410,29.1,117.36,27.84,NA,NA,NA,NA,NA,NA,red/dark orange,NA,9/25/2023,NA
23-M-1729121,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,11,13,210,CI31A,1715666,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,80,164,"33,000",12.17,11.42,3.78,2.52,21.67,14.33,292,21.52,61.46,13.86,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729122,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,11,14,211,LH51,1715667,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,79,168,"34,000",19.55,18.05,3.72,2.24,33.33,11,331.5,33.1,109.15,15.17,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729123,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,10,14,212,2MA22,1715668,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,30,140,"33,000",14.89,11.36,4.23,2.62,25,15.33,324.5,28.88,90.54,17.56,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729124,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,9,14,213,H8431,1715669,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,65,170,"31,000",15.39,13.58,3.97,2.31,29,12.67,381.67,24.88,95.2,16.05,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729125,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,8,14,214,VA99,1715670,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,83,180,"32,000",17.2,16.91,4.13,2.61,29,17,455.67,29.7,138.55,25.05,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729126,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,7,14,215,CO255,1715671,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,61,148,"33,000",14.81,10.74,3.66,2.79,19.33,13.33,195.33,20.29,38.09,11.72,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729127,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,6,14,216,C103,1715672,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,85,175,"36,000",18.22,17.1,3.4,2.43,33,11,324.83,22.32,73.71,18.59,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1729128,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,5,14,217,A239,1715673,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,81,186,"40,000",14.66,13.58,3.9,2.53,29.33,13.67,344.83,28.51,97.26,17.98,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729129,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,14,218,LH85,1715674,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,49,143,"33,000",15.4,14.47,3.68,2.33,33,13.83,430.5,19.48,81.87,16.6,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729130,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,14,219,PHV63,1715675,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,71,165,"32,000",16.19,13.88,4.39,2.8,35,17,563.83,20.46,112.9,22.59,NA,NA,NA,NA,NA,NA,white,NA,9/25/2023,NA
23-M-1729131,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,14,220,SD40,1715676,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,46,153,"33,000",14.88,15.11,3.98,2.57,33.83,13,436,22.47,98.58,16.57,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729132,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,15,221,PHK76,1715677,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,57,143,"34,000",16.86,15.11,4.15,2.83,30.83,13.33,379,27.15,106.78,20.7,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729133,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,15,222,PA91,1715678,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,75,187,"31,000",16.28,15.49,4.19,2.74,28,15.2,401,27.44,105.77,20.49,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1729134,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,15,223,CML69,1715679,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,97,189,"32,000",13.52,12.9,3.55,2.97,16.67,11.67,147.67,24.77,36.12,19.5,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
