qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	anthesisDate	silkDate	notes	leafDimHtNotes	leafDimHtDate	earHt	flagLeafHt	tasselTipHt	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	combineNotes	earFillLen	earWidth	shelledCobLen	shelledCobWidth	shelledCobWt	kernelsPerEar	kernelMass	kernelColor	kernelStriping	kernelsPerRow	kernelRows	hundredKernelWt	moistureCorrectedStarch	moistureCorrectedProtein	moistureCorrectedOil	moistureCorrectedFiber	moistureCorrectedAsh	pctMoistureNIR	latitude	longitude	yieldPerAc	plantDensity	pctRootLodge	pctStalkLodge	plantDate	totalStandCt	block	plotLen	daysToAnthesis	daysToSilk	moistureCorrectedKernelMass	moistureCorrectedHundredKernelWt	earLen	earWt	lbsNPerAc	ASI
22-C-1585908	Crawfordsville	1585908	B	Medium	Non-Irrigated	2	46	15	LH195 X PHM49	Hybrid	NA	NA	Check	NA	NA	89	202	NA	2022-10-07 00:00:00	10.92	13.7	NA	NA	NA	NA	3.88175	16.1606666666667	2.41666666666667	15.9666666666667	447	97	NA	NA	NA	14	21.7002237136465	NA	NA	NA	NA	NA	NA	41.197935	91.48663	99.1444747252747	33000	0	1.51515151515151	2022-05-11 00:00:00	66	NA	17.5	NA	NA	102.665016469639	22.9675652057358	16.82575	121.575	150	NA
22-C-1585857	Crawfordsville	1585857	B	NA	Non-Irrigated	2	42	16	NA	Hybrid	NA	NA		NA	NA	111	236	NA	NA	NA	NA	NA	NA	NA	NA	4.72725	17.3196666666667	2.425	21.2666666666667	512	184.666666666667	NA	NA	NA	15.5	36.0677083333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	195.451612110584	38.1741429903484	17.4845	219.475	NA	NA
22-C-1585899	Crawfordsville	1585899	B	Medium	Non-Irrigated	2	43	16	2FACC X 3IIH6	Hybrid	NA	NA	Cob broke in pieces during shelling;Check	NA	NA	83	212	NA	2022-10-07 00:00:00	19.16	12.8	NA	NA	NA	NA	4.55175	16.5436666666667	2.52266666666667	21.7	513	146.033333333333	NA	NA	NA	17	28.4665367121507	NA	NA	NA	NA	NA	NA	41.197887	91.486521	175.770938582297	31000	0	4.83870967741935	2022-05-11 00:00:00	62	NA	17.5	NA	NA	154.562005894669	30.1290459833663	17.3045	173.8	150	NA
22-C-1585929	Crawfordsville	1585929	B	Medium	Non-Irrigated	2	44	16	LH185 X LH82	Hybrid	NA	NA	x - seed spilled during shelling;Check	NA	NA	85	192	NA	2022-10-07 00:00:00	19.56	14.6	NA	NA	NA	NA	4.654	15.461	2.669	18.4	476.333333333333	141.65	NA	NA	NA	17.5	29.7375787263821	NA	NA	NA	NA	NA	NA	41.197882	91.486558	175.736431445478	33500	0	2.98507462686567	2022-05-11 00:00:00	67	NA	17.5	NA	NA	149.922676112622	31.4743196877443	15.79725	160.05	150	NA
22-C-1585869	Crawfordsville	1585869	B	Medium	Non-Irrigated	2	45	16	F42 X MO17	Hybrid	NA	NA	Check	NA	NA	121	240	NA	2022-10-07 00:00:00	22.19	15.6	NA	NA	NA	NA	4.477	19.6986666666667	2.44666666666667	23.1	589.333333333333	169.2	NA	NA	NA	14.5	28.710407239819	NA	NA	NA	NA	NA	NA	41.197886	91.486594	197.031122231615	30500	0	9.83606557377049	2022-05-11 00:00:00	61	NA	17.5	NA	NA	179.081657594463	30.387159094083	19.64325	203.775	150	NA
22-C-1585884	Crawfordsville	1585884	B	Medium	Non-Irrigated	2	46	16	PHK56 X 3IIH6	Hybrid	NA	NA	Check	NA	NA	99	214	NA	2022-10-07 00:00:00	17.9	13.4	NA	NA	NA	NA	4.5385	15.5546666666667	2.404	18.8666666666667	527.333333333333	146.966666666667	NA	NA	NA	15.5	27.8697850821745	NA	NA	NA	NA	NA	NA	41.197882	91.48663	163.081991063881	32000	0	1.5625	2022-05-11 00:00:00	64	NA	17.5	NA	NA	155.549847977539	29.4974427264612	15.58675	163.975	150	NA
22-C-1585885	Crawfordsville	1585885	B	Medium	Non-Irrigated	2	42	17	B37 X OH43	Hybrid	NA	NA	Check	NA	NA	106	238	NA	2022-10-07 00:00:00	18.43	16.7	NA	NA	NA	NA	4.635	13.4596666666667	2.88266666666667	18.1	477	111.3	NA	NA	NA	16.5	23.3333333333333	NA	NA	NA	NA	NA	NA	41.197828	91.486485	161.512231952663	33000	0	3.03030303030303	2022-05-11 00:00:00	66	NA	17.5	NA	NA	117.800168382173	24.6960520717344	13.68125	135.75	150	NA
22-C-1585888	Crawfordsville	1585888	B	Medium	Non-Irrigated	2	44	17	PHZ51 X LH145	Hybrid	NA	NA	Check	NA	NA	112	249	NA	2022-10-07 00:00:00	17.33	13.7	NA	NA	NA	NA	3.91375	18.433	2.60333333333333	25.7333333333333	439	99.4333333333333	NA	NA	NA	15	22.6499620349279	NA	NA	NA	NA	NA	NA	41.197827	91.486557	157.341918222437	35000	0	35.7142857142857	2022-05-11 00:00:00	70	NA	17.5	NA	NA	105.240461899977	23.9727703644594	18.0005	122.275	150	NA
22-C-1585853	Crawfordsville	1585853	B	Medium	Non-Irrigated	2	45	17	2369 X LH123HT	Hybrid	NA	NA	Check	NA	NA	113	273	NA	2022-10-07 00:00:00	21.06	16.8	NA	NA	NA	NA	4.412	17.1796666666667	2.50333333333333	25.1365566666667	540.333333333333	155.466666666667	NA	NA	NA	13.5	28.77236273905	NA	NA	NA	NA	NA	NA	41.197831	91.486594	184.338808163265	30500	0	6.55737704918032	2022-05-11 00:00:00	61	NA	17.5	NA	NA	164.546266946528	30.4527329327318	18.125	195.975	150	NA
22-C-1585926	Crawfordsville	1585926	B	Medium	Non-Irrigated	2	46	17	PHP02 X PHB47	Hybrid	NA	NA	Check	NA	NA	95	224	NA	2022-10-07 00:00:00	16.74	13.7	NA	NA	NA	NA	4.491	16.5343333333333	2.45866666666667	17.3404441666667	517	135.533333333333	NA	NA	NA	16	26.2153449387492	NA	NA	NA	NA	NA	NA	41.197827	91.48663	151.985211254679	29000	0	8.62068965517241	2022-05-11 00:00:00	58	NA	17.5	NA	NA	143.448782462389	27.7463795865356	17.6235	165.3	150	NA
22-C-1585855	Crawfordsville	1585855	B	Medium	Non-Irrigated	2	42	18	PHW52 X PHZ51	Hybrid	NA	NA	Check	NA	NA	101	251	NA	2022-10-07 00:00:00	19.58	15.2	NA	NA	NA	NA	4.34125	18.5953333333333	2.39833333333333	22.0333333333333	486.333333333333	150.033333333333	NA	NA	NA	14.5	30.8498971898561	NA	NA	NA	NA	NA	NA	41.197773	91.486485	174.680176403816	33500	0	0	2022-05-11 00:00:00	67	NA	17.5	NA	NA	158.795614821252	32.651600031786	19.23675	189.15	150	NA
22-C-1585895	Crawfordsville	1585895	B	Medium	Non-Irrigated	2	43	18	PHB47 X PHK56	Hybrid	NA	NA	Check	NA	NA	96	243	NA	2022-10-07 00:00:00	20.83	13.8	NA	NA	NA	NA	4.3785	15.917	2.38333333333333	19.4194075	487.666666666667	132.366666666667	NA	NA	NA	13.5	27.1428571428571	NA	NA	NA	NA	NA	NA	41.197777	91.486521	188.899852095158	34500	0	2.89855072463768	2022-05-11 00:00:00	69	NA	17.5	NA	NA	140.097175395511	28.7280605732421	16.25775	158.3	150	NA
22-C-1585852	Crawfordsville	1585852	B	Medium	Non-Irrigated	2	44	18	2369 X PHP02	Hybrid	NA	NA	Severe bend in ear. String used to measure ear length;Check	NA	NA	118	240	NA	2022-10-07 00:00:00	16.82	13.9	NA	NA	NA	NA	4.4765	17.118	2.439	23.4355866666667	566.666666666667	159.433333333333	NA	NA	NA	15	28.1352941176471	NA	NA	NA	NA	NA	NA	41.197772	91.486557	152.357635841082	34000	0	29.4117647058823	2022-05-11 00:00:00	68	NA	17.5	NA	NA	168.744595798723	29.7784580821275	17.36825	177.75	150	NA
22-C-1585916	Crawfordsville	1585916	B	Medium	Non-Irrigated	2	45	18	PHB47 X LH185	Hybrid	NA	NA	Severe bend in ear. String used to measure ear length;Check	NA	NA	86	227	NA	2022-10-07 00:00:00	19.93	13.8	NA	NA	NA	NA	4.27	17.2213333333333	2.37833333333333	18.4744241666667	500	139.5	NA	NA	NA	13	27.9	NA	NA	NA	NA	NA	NA	41.197777	91.486593	180.738072599928	31000	0	4.83870967741935	2022-05-11 00:00:00	62	NA	17.5	NA	NA	147.647111314584	29.5294222629167	18.54825	157.675	150	NA
22-C-1585924	Crawfordsville	1585924	B	Medium	Non-Irrigated	2	46	18	PHK76 X 3IIH6	Hybrid	NA	NA	Check	NA	NA	119	221	NA	2022-10-07 00:00:00	16.12	13.3	NA	NA	NA	NA	4.23525	17.467	2.27866666666667	20.97863	497	144.966666666667	NA	NA	NA	15	29.1683433936955	NA	NA	NA	NA	NA	NA	41.197771	91.48663	147.034489167975	33000	0	4.54545454545454	2022-05-11 00:00:00	66	NA	17.5	NA	NA	153.433043514247	30.8718397412972	18.02475	172.825	150	NA
22-C-1585881	Crawfordsville	1585881	B	Medium	Non-Irrigated	2	42	19	LH195 X LH123HT	Hybrid	NA	NA	Check	NA	NA	110	255	NA	2022-10-07 00:00:00	22.66	18	NA	NA	NA	NA	4.637	19.0533333333333	2.47533333333333	30.0977191666667	611.666666666667	198.566666666667	NA	NA	NA	15.5	32.4632152588556	NA	NA	NA	NA	NA	NA	41.197718	91.486485	195.482930080908	29000	0	5.17241379310344	2022-05-11 00:00:00	58	NA	17.5	NA	NA	210.16340313046	34.3591394763695	19.0465	234.625	150	NA
22-C-1585900	Crawfordsville	1585900	B	Medium	Non-Irrigated	2	43	19	PHT69 X 3IIH6	Hybrid	NA	NA	Check	NA	NA	115	232	NA	2022-10-07 00:00:00	17.55	12.7	NA	NA	NA	NA	4.22475	14.8043333333333	2.26133333333333	13.7022583333333	417.333333333333	109.366666666667	NA	NA	NA	14.5	26.2060702875399	NA	NA	NA	NA	NA	NA	41.197722	91.486521	161.185676609105	31000	0	0	2022-05-11 00:00:00	62	NA	17.5	NA	NA	115.753924067658	27.7365632749979	15.602	124.6	150	NA
22-C-1585931	Crawfordsville	1585931	B	Medium	Non-Irrigated	2	44	19	B73 X 3IIH6	Hybrid	NA	NA	Check	NA	NA	121	240	NA	2022-10-07 00:00:00	18.6	12.9	NA	NA	NA	NA	4.96675	18.0786666666667	2.676	27	696.333333333333	195.966666666667	NA	NA	NA	18.5	28.1426519865965	NA	NA	NA	NA	NA	NA	41.197717	91.486557	170.43790266876	33500	0	22.3880597014925	2022-05-11 00:00:00	67	NA	17.5	NA	NA	207.411557328181	29.7862456670437	18.55675	224.125	150	NA
22-C-1585903	Crawfordsville	1585903	B	Medium	Non-Irrigated	2	45	19	B73 X MO17	Hybrid	NA	NA	Check	NA	NA	117	242	NA	2022-10-07 00:00:00	23.44	15.7	NA	NA	NA	NA	4.35175	18.3366666666667	2.381	22.7740983333333	501	159.7	NA	NA	NA	14.5	31.87624750499	NA	NA	NA	NA	NA	NA	41.197723	91.486593	207.883616761261	31000	0	1.61290322580645	2022-05-11 00:00:00	62	NA	17.5	NA	NA	169.026836393828	33.7378914957741	18.534	185.3	150	NA
22-C-1585912	Crawfordsville	1585912	B	Medium	Non-Irrigated	2	46	19	LH198 X PHB47	Hybrid	NA	NA	Check	NA	NA	113	239	NA	2022-10-07 00:00:00	17.62	14.3	NA	NA	NA	NA	4.25925	16.0383333333333	2.258	22.2071083333333	450.666666666667	132.166666666667	NA	NA	NA	13	29.3269230769231	NA	NA	NA	NA	NA	NA	41.197716	91.48663	158.862651950248	29000	0	6.89655172413793	2022-05-11 00:00:00	58	NA	17.5	NA	NA	139.885494949181	31.039680831919	16.21075	152.625	150	NA
22-C-1585064	Crawfordsville	1585064	B	Medium	Non-Irrigated	1	42	20	PHN46 X PHK56	Hybrid	NA	NA	Check	NA	NA	91	230	NA	2022-10-07 00:00:00	21.37	13.9	NA	NA	NA	NA	4.71425	14.122	2.373	17.6239391666667	476.333333333333	141.966666666667	NA	NA	NA	15.5	29.8040587823653	NA	NA	NA	NA	NA	NA	41.197664	91.486484	193.572097379544	33000	0	1.51515151515151	2022-05-11 00:00:00	66	NA	17.5	NA	NA	150.25783681931	31.5446823273569	15.71725	176.175	150	NA
22-C-1585065	Crawfordsville	1585065	B	Medium	Non-Irrigated	1	43	20	B73 X PHN82	Hybrid	NA	NA	Cob broke in pieces during shelling;Check	NA	NA	113	228	NA	2022-10-07 00:00:00	24.27	16	NA	NA	NA	NA	4.91875	17.595	2.648	28.3495	648	197.5	NA	NA	NA	17	30.4783950617284	NA	NA	NA	NA	NA	NA	41.197667	91.486521	214.47868808115	29000	0	3.44827586206896	2022-05-11 00:00:00	58	NA	17.5	NA	NA	209.034440750038	32.2584013503145	17.41	211.925	150	NA
22-C-1585066	Crawfordsville	1585066	B	Medium	Non-Irrigated	1	44	20	PHP02 X PHN46	Hybrid	NA	NA	Check	NA	NA	104	215	NA	2022-10-07 00:00:00	20.83	15.1	NA	NA	NA	NA	4.96525	14.7523333333333	2.556	15.5449758333333	484.333333333333	142.8	NA	NA	NA	15.5	29.4838265657261	NA	NA	NA	NA	NA	NA	41.197662	91.486557	186.051014418548	32000	0	1.5625	2022-05-11 00:00:00	64	NA	17.5	NA	NA	151.139838679015	31.2057478346211	15.0325	163.15	150	NA
22-C-1585067	Crawfordsville	1585067	B	Medium	Non-Irrigated	1	45	20	2369 X PHP02	Hybrid	NA	NA	Severe bend in ear. String used to measure ear length;Check	NA	NA	113	235	NA	2022-10-07 00:00:00	19.98	14	NA	NA	NA	NA	4.27025	15.2886666666667	2.523	18.8	471.333333333333	126.3	NA	NA	NA	14.5	26.7963224893918	NA	NA	NA	NA	NA	NA	41.197668	91.486593	180.771106871151	30500	0	8.1967213114754	2022-05-11 00:00:00	61	NA	17.5	NA	NA	133.67620185686	28.3612875226718	16.45775	147.05	150	NA
22-C-1585068	Crawfordsville	1585068	B	Medium	Non-Irrigated	1	46	20	2369 X LH123HT	Hybrid	NA	NA	Check	NA	NA	111	236	NA	2022-10-07 00:00:00	15.67	16.1	NA	NA	NA	NA	4.545	17.0596666666667	2.57566666666667	26.2232875	591.666666666667	163.366666666667	NA	NA	NA	15.5	27.6112676056338	NA	NA	NA	NA	NA	NA	41.197661	91.48663	138.313967588456	29500	0	8.47457627118644	2022-05-11 00:00:00	59	NA	17.5	NA	NA	172.907644576529	29.2238272523711	17.348	201.125	150	NA
22-C-1585069	Crawfordsville	1585069	B	Medium	Non-Irrigated	1	42	21	LH82 X W606S	Hybrid	NA	NA	Check	NA	NA	86	212	NA	2022-10-07 00:00:00	18.67	15.8	NA	NA	NA	NA	4.52525	17.9083333333333	2.71233333333333	18.8996666666667	628.333333333333	139.866666666667	NA	NA	NA	18	22.2599469496021	NA	NA	NA	NA	NA	NA	41.197609	91.486484	165.383238352856	29500	0	0	2022-05-11 00:00:00	59	NA	17.5	NA	NA	148.035192132854	23.5599775277751	17.98925	157.175	150	NA
22-C-1585070	Crawfordsville	1585070	B	Medium	Non-Irrigated	1	43	21	PHW52 X PHZ51	Hybrid	NA	NA	Check	NA	NA	112	244	NA	2022-10-07 00:00:00	18.94	14.6	NA	NA	NA	NA	4.217	18.281	2.47366666666667	22.0653608333333	487	138.866666666667	NA	NA	NA	13.5	28.5147159479808	NA	NA	NA	NA	NA	NA	41.197612	91.48652	170.166053761623	34500	0	0	2022-05-11 00:00:00	69	NA	17.5	NA	NA	146.976789901208	30.1800389940879	18.63275	168.175	150	NA
22-C-1585071	Crawfordsville	1585071	B	Medium	Non-Irrigated	1	44	21	PHP02 X LH185	Hybrid	NA	NA	Check	NA	NA	88	211	NA	2022-10-07 00:00:00	19.17	13.5	NA	NA	NA	NA	4.32925	15.644	2.408	15.3559791666667	472	124.833333333333	NA	NA	NA	15	26.4477401129943	NA	NA	NA	NA	NA	NA	41.197607	91.486557	174.450935394276	29500	0	1.69491525423728	2022-05-11 00:00:00	59	NA	17.5	NA	NA	132.123878583779	27.9923471575803	16.145	141.175	150	NA
22-C-1585072	Crawfordsville	1585072	B	Medium	Non-Irrigated	1	45	21	LH185 X W606S	Hybrid	NA	NA	Check	NA	NA	98	233	NA	2022-10-07 00:00:00	19.36	14.1	NA	NA	NA	NA	4.14825	17.9626666666667	2.38766666666667	19.3249091666667	487.666666666667	127.733333333333	NA	NA	NA	13	26.1927546138072	NA	NA	NA	NA	NA	NA	41.197613	91.486593	174.957916773337	33000	0	3.03030303030303	2022-05-11 00:00:00	66	NA	17.5	NA	NA	135.193245055552	27.7224699362034	18.70475	147.425	150	NA
22-C-1585073	Crawfordsville	1585073	B	Medium	Non-Irrigated	1	46	21	PHP02 X LH82	Hybrid	NA	NA	Check	NA	NA	85	191	NA	2022-10-07 00:00:00	14.88	14	NA	NA	NA	NA	4.623	14.633	2.48066666666667	17.6239391666667	475.333333333333	127	NA	NA	NA	16.5	26.7180925666199	NA	NA	NA	NA	NA	NA	41.197606	91.48663	134.62833184398	29000	0	0	2022-05-11 00:00:00	58	NA	17.5	NA	NA	134.417083419012	28.2784887978285	15.38075	156.2	150	NA
22-C-1585074	Crawfordsville	1585074	B	Medium	Non-Irrigated	1	42	22	PHW52 X LH185	Hybrid	NA	NA	Check	NA	NA	90	199	NA	2022-10-07 00:00:00	21.62	14.8	NA	NA	NA	NA	4.48725	18.2993333333333	2.35433333333333	20.3643908333333	547.333333333333	173.1	NA	NA	NA	13.5	31.626065773447	NA	NA	NA	NA	NA	NA	41.197554	91.486484	193.789555464316	31000	0	1.61290322580645	2022-05-11 00:00:00	62	NA	17.5	NA	NA	183.209426297881	33.4730985927919	18.41775	192.2	150	NA
22-C-1585075	Crawfordsville	1585075	B	Medium	Non-Irrigated	1	43	22	WF9 X H95	Hybrid	NA	NA	Check	NA	NA	92	224	NA	2022-10-07 00:00:00	14.92	14.9	NA	NA	NA	NA	4.3975	16.07	2.50233333333333	21.4038725	520.333333333333	130.2	NA	NA	NA	17.5	25.0224215246637	NA	NA	NA	NA	NA	NA	41.197559	91.48652	133.577547445961	28000	0	14.2857142857143	2022-05-11 00:00:00	56	NA	17.5	NA	NA	137.803970560278	26.483786782885	16.894	152.225	150	NA
22-C-1585076	Crawfordsville	1585076	B	Medium	Non-Irrigated	1	44	22	PHP02 X PHK56	Hybrid	NA	NA	Check	NA	NA	110	227	NA	2022-10-07 00:00:00	20.01	13.9	NA	NA	NA	NA	4.2795	15.5113333333333	2.41233333333333	19.4194075	487	145	NA	NA	NA	14.5	29.7741273100616	NA	NA	NA	NA	NA	NA	41.197552	91.486556	181.25304953508	30000	0	0	2022-05-11 00:00:00	60	NA	17.5	NA	NA	153.468323588635	31.5130027902742	16.15375	163.425	150	NA
22-C-1585078	Crawfordsville	1585078	B	Medium	Non-Irrigated	1	46	22	PHG39 X PHN82	Hybrid	NA	NA	Check	NA	NA	96	228	NA	2022-10-07 00:00:00	18.13	15.8	NA	NA	NA	NA	4.60625	18.6206666666667	2.51333333333333	29.4362308333333	582.666666666667	177.466666666667	NA	NA	NA	16	30.4576659038902	NA	NA	NA	NA	NA	NA	41.197552	91.486629	160.599791715976	27500	0	1.81818181818181	2022-05-11 00:00:00	55	NA	17.5	NA	NA	187.831116042734	32.2364615633984	19.38675	217.325	150	NA
22-C-1585079	Crawfordsville	1585079	B	Medium	Non-Irrigated	1	42	23	PHW52 X PHN82	Hybrid	NA	NA	Check	NA	NA	80	201	NA	2022-10-07 00:00:00	21.08	17.4	NA	NA	NA	NA	4.57125	16.824	2.59333333333333	20.4	514.666666666667	167.8	NA	NA	NA	14.5	32.6036269430052	NA	NA	NA	NA	NA	NA	41.197499	91.486484	183.183239898563	34500	0	0	2022-05-11 00:00:00	69	NA	17.5	NA	NA	177.599894470159	34.5077515162225	16.73625	185.45	150	NA
22-C-1585080	Crawfordsville	1585080	B	Medium	Non-Irrigated	1	43	23	PHN46 X PHB47	Hybrid	NA	NA	Check	NA	NA	108	233	NA	2022-10-07 00:00:00	19.49	14.2	NA	NA	NA	NA	4.55675	17.488	2.63733333333333	18.5666666666667	456.666666666667	142.166666666667	NA	NA	NA	12.5	31.1313868613139	NA	NA	NA	NA	NA	NA	41.197504	91.48652	175.927693563579	28000	0	1.78571428571428	2022-05-11 00:00:00	56	NA	17.5	NA	NA	150.469517265639	32.9495293282421	18.03625	166.25	150	NA
22-C-1585081	Crawfordsville	1585081	B	Medium	Non-Irrigated	1	44	23	PHK56 X PHJ89	Hybrid	NA	NA	Check	NA	NA	98	217	NA	2022-10-07 00:00:00	20.47	14.2	NA	NA	NA	NA	4.243	16.3203333333333	2.27733333333333	17.7666666666667	527.666666666667	158.466666666667	NA	NA	NA	14.5	30.0315855969678	NA	NA	NA	NA	NA	NA	41.197497	91.486557	184.77372433281	29000	0	0	2022-05-11 00:00:00	58	NA	17.5	NA	NA	167.721473641465	31.7854972156914	16.03325	165.1	150	NA
22-C-1585082	Crawfordsville	1585082	B	Medium	Non-Irrigated	1	45	23	LH145 X LH162	Hybrid	NA	NA	Check	NA	NA	95	226	NA	2022-10-07 00:00:00	24.31	18.3	NA	NA	NA	NA	4.35225	17.0266666666667	2.444	20.9333333333333	508	153.1	NA	NA	NA	15	30.1377952755906	NA	NA	NA	NA	NA	NA	41.197503	91.486593	208.949866248038	32500	0	3.07692307692307	2022-05-11 00:00:00	65	NA	17.5	NA	NA	162.041381664966	31.8979097765681	17.273	184.75	150	NA
22-C-1585083	Crawfordsville	1585083	B	Medium	Non-Irrigated	1	46	23	B37 X MO17	Hybrid	NA	NA	Check	NA	NA	120	236	NA	2022-10-07 00:00:00	16.25	15.5	NA	NA	NA	NA	4.243	18.4563333333333	2.703	27.9	501	141.566666666667	NA	NA	NA	13.5	28.2568196939454	NA	NA	NA	NA	NA	NA	41.197497	91.486629	144.459183673469	32500	0	0	2022-05-11 00:00:00	65	NA	17.5	NA	NA	149.834475926652	29.9070810232837	18.63525	173.275	150	NA
22-C-1585084	Crawfordsville	1585084	B	Medium	Non-Irrigated	1	42	24	F42 X MO17	Hybrid	NA	NA	Check	NA	NA	105	238	NA	2022-10-07 00:00:00	24.04	15.2	NA	NA	NA	NA	4.46125	17.942	2.55	23.3666666666667	680.333333333333	166.833333333333	NA	NA	NA	15.5	24.5222929936306	NA	NA	NA	NA	NA	NA	41.197444	91.486484	214.469430068832	28500	0	1.75438596491228	2022-05-11 00:00:00	57	NA	17.5	NA	NA	176.576772312901	25.9544496295298	18.35225	195.2	150	NA
22-C-1585086	Crawfordsville	1585086	B	Medium	Non-Irrigated	1	44	24	PHP02 X LH145	Hybrid	NA	NA	Check	NA	NA	74	217	NA	2022-10-07 00:00:00	17.86	13.2	NA	NA	NA	NA	4.21475	15.9633333333333	2.534	19	461.666666666667	121.233333333333	NA	NA	NA	15	26.2599277978339	NA	NA	NA	NA	NA	NA	41.197442	91.486556	163.093353169907	31500	0	0	2022-05-11 00:00:00	63	NA	17.5	NA	NA	128.313630549854	27.793566184084	16.221	138.475	150	NA
22-C-1585087	Crawfordsville	1585087	B	Medium	Non-Irrigated	1	45	24	PHP02 X W606S	Hybrid	NA	NA	Severe bend in ear. String used to measure ear length;Check	NA	NA	116	226	NA	2022-10-07 00:00:00	21.65	14.4	NA	NA	NA	NA	4.68125	16.8783333333333	2.65466666666667	19.0886633333333	560	154.633333333333	NA	NA	NA	16	27.6130952380952	NA	NA	NA	NA	NA	NA	41.197448	91.486593	194.969531216037	35500	0	0	2022-05-11 00:00:00	71	NA	17.5	NA	NA	163.664265086823	29.2257616226469	18.3515	166.875	150	NA
22-C-1585089	Crawfordsville	1585089	B	Medium	Non-Irrigated	1	42	25	N209 X 3IIH6	Hybrid	NA	NA	Check	NA	NA	124	223	NA	2022-10-07 00:00:00	19.46	12.8	NA	NA	NA	NA	4.5585	16.5106666666667	2.58733333333333	20.5533875	577	154.166666666667	NA	NA	NA	17	26.7186597342577	NA	NA	NA	NA	NA	NA	41.197389	91.486483	178.523093153001	26000	0	0	2022-05-11 00:00:00	52	NA	17.5	NA	NA	163.170344045388	28.279089089322	16.58375	173.175	150	NA
22-C-1585090	Crawfordsville	1585090	B	Medium	Non-Irrigated	1	43	25	PHK56 X LH145	Hybrid	NA	NA	Check	NA	NA	89	224	NA	2022-10-07 00:00:00	18.11	13	NA	NA	NA	NA	3.881	15.127	2.212	15.9783116666667	475	92.2333333333333	NA	NA	NA	15	19.4175438596491	NA	NA	NA	NA	NA	NA	41.197394	91.48652	165.757346214225	31500	0	0	2022-05-11 00:00:00	63	NA	17.5	NA	NA	97.6199658321274	20.5515717541321	15.11275	110.65	150	NA
22-C-1585091	Crawfordsville	1585091	B	Medium	Non-Irrigated	1	44	25	B105 X 3IIH6	Hybrid	NA	NA	Check	NA	NA	113	254	NA	2022-10-07 00:00:00	15.98	12.8	NA	NA	NA	NA	4.34225	17.9433333333333	2.50166666666667	14.1666666666667	550	117.9	NA	NA	NA	17	21.4363636363636	NA	NA	NA	NA	NA	NA	41.197387	91.486556	146.598100132834	28000	0	0	2022-05-11 00:00:00	56	NA	17.5	NA	NA	124.785623111035	22.6882951110973	18.89225	148.975	150	NA
22-C-1585092	Crawfordsville	1585092	B	Medium	Non-Irrigated	1	45	25	F42 X OH43	Hybrid	NA	NA	Check	NA	NA	115	245	NA	2022-10-07 00:00:00	18.79	16.7	NA	NA	NA	NA	4.57775	15.8506666666667	2.778	22.3016066666667	592.333333333333	133.433333333333	NA	NA	NA	17	22.5267304445695	NA	NA	NA	NA	NA	NA	41.197393	91.486593	164.667110059172	30500	0	1.63934426229508	2022-05-11 00:00:00	61	NA	17.5	NA	NA	141.226137775933	23.8423417742149	15.93125	158.45	150	NA
22-C-1585093	Crawfordsville	1585093	B	Medium	Non-Irrigated	1	46	25	PHK76 X LH198	Hybrid	NA	NA	Check	NA	NA	112	221	NA	2022-10-07 00:00:00	19.04	14.9	NA	NA	NA	NA	4.24275	15.6233333333333	2.38433333333333	20.2226433333333	443.666666666667	125.9	NA	NA	NA	13	28.3771600300526	NA	NA	NA	NA	NA	NA	41.197387	91.486629	170.463572612003	34500	0	8.69565217391304	2022-05-11 00:00:00	69	NA	17.5	NA	NA	133.252840964201	30.0344495035766	16.21525	156.825	150	NA
22-C-1585094	Crawfordsville	1585094	B	Medium	Non-Irrigated	1	42	26	2369 X 3IIH6	Hybrid	NA	NA	Check	NA	NA	112	236	NA	2022-10-07 00:00:00	24.02	13.1	NA	NA	NA	NA	4.55225	17.2846666666667	2.50533333333333	19.1148833333333	597.333333333333	149.766666666667	NA	NA	NA	16	25.0725446428571	NA	NA	NA	NA	NA	NA	41.197334	91.486483	219.597737664533	29000	0	0	2022-05-11 00:00:00	58	NA	17.5	NA	NA	158.513374226147	26.536837203038	17.66	175.8	150	NA
22-C-1585095	Crawfordsville	1585095	B	Medium	Non-Irrigated	1	43	26	PHN46 X W606S	Hybrid	NA	NA	Check	NA	NA	108	227	NA	2022-10-07 00:00:00	20.64	14.7	NA	NA	NA	NA	4.77675	18.206	2.61366666666667	22.2543575	509.666666666667	146.833333333333	NA	NA	NA	15	28.809679529104	NA	NA	NA	NA	NA	NA	41.197339	91.48652	185.222527520831	35000	0	0	2022-05-11 00:00:00	70	NA	17.5	NA	NA	155.408727679986	30.4922291066029	18.13725	173.55	150	NA
22-C-1585096	Crawfordsville	1585096	B	Medium	Non-Irrigated	1	44	26	LH195 X LH123HT	Hybrid	NA	NA	Check	NA	NA	127	255	NA	2022-10-07 00:00:00	24.28	17.7	NA	NA	NA	NA	4.621	17.5996666666667	2.54266666666667	25.3728025	535.333333333333	171.333333333333	NA	NA	NA	15	32.0049813200498	NA	NA	NA	NA	NA	NA	41.197333	91.486556	210.224631421326	32500	0	3.07692307692307	2022-05-11 00:00:00	65	NA	17.5	NA	NA	181.339582355307	33.8741436529216	18.33125	214.925	150	NA
