qr,plot,loc,field,nLvl,irrigation,rep,row,range,genotype,anthesisDate,anthesisCollector,silkingDate,silkingCollector,notes,leafLen1,leafWidth1,leafLen2,leafWidth2,earHt1,flagLeafHt1,plantHt1,earHt2,flagLeafHt2,plantHt2,leafDimHtCollector,leafDimHtDate,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,population,leafDimHtNotes,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh,looseKernelCt,looseKernelWt,totalMoisture,earDataCollector1,earPhenotypeNotes1,seedColor1,earWidth1,kernelFillLen1,kernelRows1,kernelsPerRow1,earWt1,totalKernelCt1,cobWidth1,cobLen1,cobWt1,hundredKernelWt1,greenAtHarvest1,earDataCollector2,earPhenotypeNotes2,seedColor2,earWidth2,kernelFillLen2,kernelRows2,kernelsPerRow2,earWt2,totalKernelCt2,cobWidth2,cobLen2,cobWt2,hundredKernelWt2,greenAtHarvest2,earDataCollector3,earPhenotypeNotes3,seedColor3,earWidth3,kernelFillLen3,kernelRows3,kernelsPerRow3,earWt3,totalKernelCt3,cobWidth3,cobLen3,cobWt3,hundredKernelWt3,greenAtHarvest3,earDataCollector4,earPhenotypeNotes4,seedColor4,earWidth4,kernelFillLen4,kernelRows4,kernelsPerRow4,earWt4,totalKernelCt4,cobWidth4,cobLen4,cobWt4,hundredKernelWt4,greenAtHarvest4,combineNotes
NA,4182,Lincoln,Hybrid HIPS,NA,NA,-Inf,13,6,PHP02 X W606S,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND/IS,NA,Orange,3.5,13.5,14,28,71.2,275,2.5,16,15.42,29.94,NA,ND/IS,NA,Orange,4,12.5,16,29,67.88,329,2.5,15,13.17,16.67,NA,ND/IS,NA,Orange,3,9.5,14,21,26.17,160,2,11,7,12.57,NA,ND/IS,NA,Orange,3,9.5,12,18,24.79,149,2.5,11.5,6.19,13.33,NA,NA
NA,6101,Lincoln,Hybrid HIPS,NA,NA,-Inf,28,2,LH145 X LH162,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND/IS,NA,Yellow,2.5,7.5,12,17,16.62,119,1.5,8,3.22,11.66,NA,ND/IS,NA,Yellow,2.5,8.5,12,19,24.45,165,2,10.5,4.85,11.97,NA,ND/IS,NA,Yellow,2.5,9,12,18,22.78,127,2,10,5.18,14.43,NA,IS,NA,Yellow,2.5,11,10,21,24.72,122,1.5,12,5.62,15.45,NA,NA
NA,5178,Lincoln,Hybrid HIPS,NA,NA,-Inf,26,2,LH82 X PHB47,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,NA,Yellow,3,12,18,31,60,374,2,13,12.24,12.9,NA,IS,NA,Yellow,2.5,11.5,10,29,39.2,193,2.5,10,10.1,14.49,NA,IS,NA,Yellow,2,9,9,20,20.87,139,1.5,10.5,6.11,13.39,NA,IS,Not enough,Yellow,2.5,8,8,13,19.2,99,2,9.5,6,NA,NA,NA
NA,6241,Lincoln,Hybrid HIPS,NA,NA,-Inf,33,14,B84 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,NA,Yellow,3,11,16,23,48.11,237,2,12,8.66,16.11,NA,IS,NA,Yellow,1.5,8,11,14,12.09,119,1,11,3.2,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5183,Lincoln,Hybrid HIPS,NA,NA,-Inf,26,7,PHK56 X LH185,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,NA,Yellow,2.5,10,12,25,42.27,209,1.5,10.5,6.7,16.92,NA,IS,NA,Yellow,2.5,9,10,18,41.91,169,1.5,11.5,8.34,19.33,NA,IS,NA,Yellow,3,8,12,21,36.63,158,1.5,9.5,4.61,19.57,NA,IS,Uneven number of kernels per row,Yellow,2.5,8,9,NA,17.94,62,2,10.5,9,NA,NA,NA
NA,5181,Lincoln,Hybrid HIPS,NA,NA,-Inf,26,5,LH195 X LH123HT,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,NA,Yellow,3,16,14,39,95.81,444,2.5,16,21.74,17.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5277,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,15,LH195 X PHZ51,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,NA,Yellow,3.5,16,16,38,156.22,540,2.5,18.5,25.7,24.6,NA,IS,NA,Yellow,3.5,13.5,16,34,116.26,452,2.5,15,18.48,20.61,NA,IS,NA,Yellow,3.5,14.5,16,34,131.63,481,2.5,16.5,22.27,23.49,NA,IS,NA,Yellow,3.5,17.5,16,45,176.3,599,2.5,19,28.65,25.34,NA,NA
NA,5272,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,10,B73 X PHZ51,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AI,NA,Yellow,4,14,20,35,113.8,579,3,16,19.1,16.1,NA,AI,NA,Yellow,4,13,14,29,104.1,374,3,14,16.1,22.9,NA,AI,NA,Yellow,4,14.5,18,33,110.4,504,3,16,18.5,18.6,NA,AI,NA,Yellow,3.5,11,16,29,67.7,366,3,13,10.7,15.1,NA,NA
NA,5274,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,12,PHK76 X LH198,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AI,NA,Yellow,3.5,12.5,14,29,81.4,297,2.5,14,15.8,21.4,NA,AI,NA,Yellow,4,13,14,32,103.7,362,3,14,16.8,25.6,NA,AI,NA,Yellow,3.5,12.5,12,30,80.7,322,2.5,14,14.9,20.6,NA,AI,NA,Yellow,3.5,12,12,27,83.1,296,3,14,14.6,22.6,NA,NA
NA,5276,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,14,HOEGEMEYER 8065RR,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AI,NA,Yellow,3.5,10,18,24,56.2,260,2.5,11.5,9.6,17.2,NA,AI,NA,Yellow,4,15.5,14,34,119,469,3,17.5,13.5,22.6,NA,AI,NA,Yellow,4,13,16,26,87.4,366,3,15,10.2,21.1,NA,AI,NA,Yellow,4,12.5,16,30,99.3,419,3,15,12.3,20.2,NA,NA
NA,5174,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,5,PHN46 X W606S,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AI,NA,Yellow,4.5,16,16,37,152.8,548,3.5,17.5,20.6,24.8,NA,AI,NA,Yellow,4,12,16,28,85.7,383,3,14,11.6,19.2,NA,AI,NA,Yellow,4,10.5,14,27,60.6,282,3,13,11,17.7,NA,AI,NA,Yellow,3.5,8.5,14,21,30.2,136,3,12,5.6,17.6,NA,NA
NA,5275,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,13,PHP02 X W606S,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,NA,Yellow,3.5,12.5,18,27,74.37,403,3,15.5,12.3,15.35,NA,ND,NA,Yellow,3.5,13.5,14,26,69.4,313,2.5,16.5,12.44,15.16,NA,ND,NA,Yellow,3.5,12.5,18,24,61.73,368,2.5,15,10.1,14.15,NA,ND,NA,Yellow,3.5,11.5,16,25,52.4,280,2.5,14.5,10.12,14.97,NA,NA
NA,5271,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,9,PHT69 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,NA,Yellow,3.5,15,14,31,83.28,405,2.5,15,11.63,18.82,NA,ND,NA,Yellow,3.5,14.5,16,27,75.09,335,2.5,14.5,11.01,19.38,NA,ND,NA,Yellow,4,13,16,28,73.41,312,2.5,13,10.19,18.92,NA,ND,NA,Yellow,2.5,9,10,20,20.3,146,2,9,4.34,11.29,NA,NA
NA,5177,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,8,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,NA,Yellow,3.5,14.5,16,31,91.1,436,2.5,16.5,16.1,17.29,NA,ND,NA,Yellow,3.5,17,16,38,129.81,545,2.5,18.5,17.02,20.24,NA,ND,NA,Yellow,3.5,16.5,16,41,126.51,538,2.5,18,19.27,22.03,NA,ND,NA,Yellow,3.5,12.5,16,27,70.72,362,2.5,15,10.85,17.09,NA,NA
NA,5175,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,6,LH123HT X PHB47,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AI,NA,Yellow,3,12.5,14,30,41.6,264,2,13.5,5.9,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5172,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,3,PHP02 X LH82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,NA,Yellow,3.5,10,20,27,40.8,341,2.5,11.5,6.46,10.85,NA,ND,NA,Yellow,3.5,10.5,18,28,47.12,319,2.5,11.5,5.81,13.95,NA,ND,NA,Yellow,3.5,13,16,35,80.49,410,2.5,14.5,11.65,17.18,NA,ND,NA,Yellow,3.5,13,18,33,76.88,452,2.5,14,12.03,13.44,NA,NA
NA,5173,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,4,PIONEER 1311 AMXT,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,NA,Yellow,3.5,12.5,16,26,96.15,374,2,14.5,12.77,22.62,NA,IS,NA,Yellow,4,14.5,19,21,109.58,440,2.5,17,16.1,21.2,NA,IS,NA,Yellow,3.5,14.5,18,28,109.3,441,2.5,15.5,16.67,21.05,NA,IS,NA,Yellow,2,9,11,16,34.67,140,1.5,9,5.9,20.49,NA,NA
NA,5176,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,7,B73 X MO17,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,NA,Yellow,3,12,14,27,81.29,334,2,14,11.12,20.06,NA,IS,NA,Yellow,2.5,11.5,12,20,60.38,275,2,12,9.22,18.7,NA,IS,NA,Yellow,3,11,16,20,63.78,287,2,12,10.98,18.58,NA,IS,NA,Yellow,2.5,10,10,23,42.22,203,1.5,10.5,4.86,18.22,NA,NA
NA,5273,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,11,LH195 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Not enough,Yellow,2,7,8,11,8,54,1,9,4.1,NA,NA,IS,NA,Yellow,2.5,9,14,13,33.56,121,2,12.5,18.19,13.43,NA,IS,NA,Yellow,4,16,16,37,NA,535,2.5,17,18.89,26.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5160,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,5,F42 X OH43,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HT,NA,Yellow,4,13.5,18,35,127.2,514,2.5,15.5,19.3,21.5,NA,HT,NA,Yellow,3.5,16.5,18,43,141.9,669,2.5,17,23.3,19.5,NA,HT,NA,Yellow,3.5,14,18,38,117.8,525,2.5,15,20.1,18.8,NA,HT,NA,Yellow,3.5,15.5,18,39,162.9,605,2.5,15.5,25,25.9,NA,NA
NA,5263,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,15,PHP02 X PHK76,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH,NA,Orange,3.5,11,14,26,69.82,332,2.5,14,12.29,17.95,NA,CH,NA,Orange,4,17,14,37,126.19,387,3,17.5,24.83,25.17,NA,CH,NA,Orange,4,16.5,14,36,150.14,471,2.5,17.5,24.37,25.15,NA,CH,NA,Orange,3.5,14.5,14,36,95.47,358,2.5,16.5,15.98,21.52,NA,NA
NA,5162,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,7,B37 X OH43,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH,NA,Yellow,4.5,18,18,48,167.36,696,3,19.5,24.72,19.59,NA,CH,NA,Yellow,4,16.5,14,40,154.24,465,3,18.5,26.95,26.99,NA,CH,NA,Yellow,3.5,10,16,22,58.91,268,2.5,9.5,9.61,18.46,NA,CH,NA,Yellow,3.5,13.5,16,32,64.27,283,2.5,14,12.31,18.78,NA,NA
NA,5158,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,3,PHP02 X PHJ89,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HT,NA,Yellow,3.5,15,14,38,118.8,452,2.5,16,16.3,22.4,NA,HT,NA,Yellow,4,15.5,16,34,143.1,504,2.5,15.5,21.6,25,NA,HT,NA,Yellow,3.5,17,14,41,153.1,547,2.5,17,19.7,25.9,NA,HT,NA,Yellow,3.5,15.5,12,39,118,465,2.5,16.5,16.4,21.8,NA,NA
NA,5257,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,9,2369 X PHN82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH,NA,Yellow,4,16,16,38,158.47,530,2.5,17.5,24.78,24.72,NA,CH,NA,Yellow,3.5,12,18,29,80.31,346,2.5,13.5,13.59,20.61,NA,CH,NA,Yellow,3.5,13,14,31,82.3,352,2.5,14,13.25,19.79,NA,CH,NA,Yellow,4,16.5,18,33,147.51,502,2.5,18,30.11,23.49,NA,NA
NA,5159,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,4,LH198 X PHB47,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HT,NA,Yellow,3,9,10,18,39.7,150,2,10.5,9.1,20.7,NA,HT,NA,Yellow,3,10.5,14,31,46.2,243,2,11,9.3,15.6,NA,HT,NA,Yellow,3,12,14,36,72.1,369,2.5,13,13.5,15.9,NA,HT,NA,Yellow,3.5,15,14,36,133.8,467,2.5,16,22.1,24.4,NA,NA
NA,5260,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,12,B73 X PHM49,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH,NA,Yellow,4.5,16,16,41,173.84,600,2.5,17.5,23.31,26.72,NA,CH,NA,Yellow,3.5,13,16,34,76.29,392,2,14,10.55,16.92,NA,CH,NA,Yellow,3.5,11.5,16,28,54.63,331,2,14.5,9.41,13.64,NA,CH,NA,Yellow,3.5,11,14,28,57.33,247,2,12.5,9.46,18.68,NA,NA
NA,5161,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,6,B84 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HT,NA,Yellow,3,9,14,16,28.4,137,1.5,12.5,3.3,19.1,NA,HT,NA,Yellow,3.5,17,18,38,143.3,601,2.5,17,26.5,18.8,NA,HT,NA,Yellow,3,12.5,18,30,63,425,2.5,13.5,12.6,12.7,NA,HT,NA,Yellow,3.5,17,16,40,130.3,575,3,17.5,24.5,18.3,NA,NA
NA,5262,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,14,PHK76 X W606S,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HT,NA,Orange,3,15.5,14,34,87.6,359,2.5,16.5,16.3,19.4,NA,HT,NA,Yellow/Orange,3.5,19,14,37,172.7,487,2.5,20,29.2,29.3,NA,HT,NA,Yellow/Orange,3.5,18,16,39,183.1,536,2.5,19,32.1,29,NA,HT,NA,Yellow/Orange,3.5,16,14,38,140.6,463,2.5,17.5,22.5,24.2,NA,NA
NA,5163,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,8,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH,NA,Yellow,4,17,16,39,137.54,538,2.5,17.5,18.73,21.81,NA,CH,NA,Yellow,3.5,15,14,37,101.97,429,2.5,17.5,15.99,21.33,NA,CH,NA,Yellow,3.5,15.5,16,35,114.46,457,2,16.5,15.45,19.42,NA,CH,NA,Yellow,4,15,16,35,113.11,507,2,17.5,15.89,20.16,NA,NA
NA,5261,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,13,B73 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HT,NA,Yellow,3,6,16,17,26.5,129,2,10,6.8,14.7,NA,HT,NA,Yellow,3.5,13.5,18,34,121.9,509,2.5,15,15.7,19.2,NA,HT,NA,Yellow,3.5,16,18,43,95.9,622,2.5,17,19.7,12.8,NA,NA
NA,4243,Lincoln,Hybrid HIPS,NA,NA,-Inf,8,9,LH195 X PHM49,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH,NA,Yellow,4.5,18,16,43,215.01,603,2.5,18.5,33.58,28.52,NA,CH,NA,Yellow,4,15,16,35,128.68,440,2.5,15,17.51,24.54,NA,CH,NA,Yellow,4,17,14,42,166.29,469,2.5,18,20.96,29.28,NA,CH,NA,Yellow,3.5,16.5,16,36,110.74,445,2.5,16,13.89,22.13,NA,NA
NA,4248,Lincoln,Hybrid HIPS,NA,NA,-Inf,8,14,B73 X PHN82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH,NA,Yellow,4,14,18,33,116.93,467,2.5,15,17.07,20.88,NA,CH,NA,Yellow,4.5,18,16,46,233.38,649,3,19.5,37.58,29.09,NA,CH,NA,Yellow,4,11.5,20,27,90.04,384,2.5,12.5,13.25,18.75,NA,CH,NA,Yellow,4,15,14,40,128.64,457,2.5,17.5,18.59,22.57,NA,NA
NA,4249,Lincoln,Hybrid HIPS,NA,NA,-Inf,8,15,LH185 X LH145,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH/ND,NA,Orange,3.5,17.5,12,43,119.56,450,2.5,18.5,19.08,22.97,NA,CH/ND,NA,Orange,3.5,20,14,47,147.73,569,2.5,20.5,22.23,20.52,NA,CH/ND,NA,Orange,3.5,18,16,39,109.35,499,2.5,18.5,18.01,19.07,NA,CH/ND,NA,Orange,3.5,17,12,40,97.81,433,2,17.5,15.55,22.35,NA,NA
NA,5171,Lincoln,Hybrid HIPS,NA,NA,-Inf,25,2,LH145 X LH162,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH/ND,NA,Yellow,3.5,9.5,12,20,58.93,269,2,13.5,11.18,17.98,NA,CH/ND,NA,Yellow,2.5,9.5,14,18,27.32,156,1.5,11,5.42,13.97,NA,CH/ND,NA,Yellow,2.5,10.5,10,24,25.88,147,2,11.5,5.15,13.28,NA,CH/ND,NA,Yellow,2,8.5,8,13,14.02,80,1.5,9.5,3.81,NA,NA,NA
NA,5258,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,10,PHB47 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH/ND,NA,Yellow,2.5,11.5,14,32,28.55,234,2,13,4.59,10.57,NA,CH/ND,NA,Yellow,3,12.5,12,24,61.01,188,2,13,11.06,26.14,NA,CH/ND,NA,Yellow,3,8.5,16,19,40.19,264,2,11.5,7.5,13.03,NA,CH/ND,NA,Yellow,2.5,9.5,14,13,18.18,143,1.5,12,4.69,9.89,NA,NA
NA,5259,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,11,PHW52 X LH185,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH/ND,NA,Orange,3.5,14,14,33,77.03,265,2.5,15,13.35,23.48,NA,CH/ND,NA,Orange,3.5,13,12,29,58.79,219,2,13,11.44,20.95,NA,CH/ND,NA,Orange,3,9.5,12,16,38.89,128,2,12,10.32,21.86,NA,CH/ND,NA,Orange,2.5,8.5,10,17,17.14,58,1.5,10.5,5.25,NA,NA,NA
NA,5157,Lincoln,Hybrid HIPS,NA,NA,-Inf,23,2,PHK76 X W606S,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND/IS,NA,Orange,3,12,14,28,44.93,243,2.5,15,8.98,14.97,NA,ND/IS,NA,Orange,3,11,12,22,32.09,156,2,11,7.32,15.96,NA,ND/IS,NA,Orange,3,12.5,10,25,28.91,165,2,13,6.77,13.27,NA,ND/IS,NA,Orange,3.5,10,14,23,42.69,218,2.5,13,7.45,15.92,NA,NA
NA,6252,Lincoln,Hybrid HIPS,NA,NA,-Inf,35,11,PHB47 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,NA,Yellow,4,17.5,18,37,178.36,617,3.5,19,29.91,24,NA,IS,NA,Yellow,3,12,18,28,56.69,377,2,13,9.72,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
