qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1110$ROW22$RANGE12$PHP02 X LH145,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,22,12,1400,PHN46 X PHK56,2022-05-19,2022-07-31,2022-08-03,73,76,3,1371.7,1437.65,65.95,51,152,,23.24,162.02,14.8,55.9,14.8,12.9,4.1,2.4,34,16.5,537,24.2,124.3,19.1,7.97,68.59,8.2,3.85,1.27,1.31,yellow,,2022-11-10 11:28:47,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1111$ROW22$RANGE13$HOEGEMEYER 7089 AMXT,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,22,13,1401,WF9 X H95,2022-05-19,2022-08-11,2022-08-15,84,88,4,1622.26,1717.51,95.25,86,188,,10.39,70.31,17.3,54.9,17.2,14.8,3.5,2.5,37,15.5,576,19.9,113.5,25.1,7.32,68.81,10.21,3.31,1.95,1.27,yellow,,2022-11-10 11:29:16,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1112$ROW22$RANGE14$F42 X MO17,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,22,14,1402,LH82 X W606S,2022-05-19,2022-08-01,2022-08-05,74,78,4,1393.15,1483.45,90.3,66,165,,15.67,103.35,19.4,57.6,18,15.4,3.5,2.5,37,18.8,643,22.6,139.7,23.8,7.6,71.41,8.69,4.17,0.42,1.03,,,2022-11-10 11:29:49,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1076$ROW23$RANGE3$B37 X OH43,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,23,3,1416,PHW52 X PHM49,2022-05-19,2022-08-04,2022-08-08,77,81,4,1459.11,1552.11,93,76,188,,22.9,146.34,21.9,51.5,20.1,17.8,4.8,2.9,44.5,14.5,594,30.9,181.8,25.4,7.99,72.02,7.98,3.86,0.82,1.22,yellow,,2022-11-10 11:56:02,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1077$ROW23$RANGE4$PHP02 X LH198,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,23,4,1417,B84 X 3IIH6,2022-05-19,2022-08-02,2022-08-05,75,78,3,1414.31,1483.45,69.15,104,185,,24.28,166.29,16.3,54.3,18,16.4,5,3,35.5,19,577,29.3,166.9,28.1,8.26,71.66,6.85,4.44,1.95,1.54,yellow,,2022-11-10 11:55:26,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1078$ROW23$RANGE5$B73 X PHM49,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,23,5,1418,LH145 X LH162,2022-05-19,2022-08-02,2022-08-05,75,78,3,1414.31,1483.45,69.15,94,173,,21.47,149.68,14.8,62.4,15.8,14.9,4.1,2.5,37,14.5,467,23.3,108.4,16,8.2,71.92,6.83,3.71,0.85,1.14,yellow,,2022-11-10 11:54:54,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1079$ROW23$RANGE6$PHK56 X LH185,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,23,6,1419,N209 X 3IIH6,2022-05-19,2022-08-02,2022-08-05,75,78,3,1414.31,1483.45,69.15,102,185,,24.59,170.22,15.4,52.8,17.8,17.5,5.2,3.1,38,18.5,636,32.5,205.4,28.1,8.29,71.78,7.59,3.86,2.33,1.62,yellow,,2022-11-10 11:54:19,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1080$ROW23$RANGE7$LH195 X LH123HT,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,23,7,1420,PHW52 X PHN82,2022-05-19,2022-08-01,2022-08-04,74,77,3,1393.15,1459.11,65.95,76,183,,26.84,170.65,22.3,53.7,17,15,4.4,2.8,34.5,15.5,542,29.4,158.3,22.5,8.62,71.77,8.14,4.46,0.69,1.21,yellow,,2022-11-10 11:53:37,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1081$ROW23$RANGE8$LH145 X LH162,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,23,8,1421,PHK56 X PHJ89,2022-05-19,2022-08-02,2022-08-05,75,78,3,1414.31,1483.45,69.15,76,168,,24.63,161.03,20.1,56,17.6,15.9,4.5,2.9,37.8,15,530,28.4,146.5,27.7,9.43,70.82,8.68,3.78,1.05,1.24,yellow,,2022-11-10 11:52:56,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1082$ROW23$RANGE9$PHK76 X LH82,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,23,9,1422,PHP02 X PHK56,2022-05-19,2022-08-01,2022-08-04,74,77,3,1393.15,1459.11,65.95,86,198,,28.16,191.02,17.1,54.1,16.5,16.1,4.5,2.6,38.2,16.5,627,29,174.4,19.2,8.83,70.97,8,3.49,1.74,1.34,yellow,,2022-11-10 11:52:24,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1083$ROW23$RANGE10$B14A X MO17,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,23,10,1423,LH123HT X PHB47,2022-05-19,2022-08-04,2022-08-07,77,80,3,1459.11,1530.76,71.65,97,193,,20.34,131.48,21,51.4,17.2,16.2,4,2.4,42.2,14.5,577,28.5,162.1,26.9,8.66,70.5,8.92,3.48,1.63,1.13,yellow,,2022-11-10 11:51:41,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1084$ROW23$RANGE11$PHP02 X PHK76,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,23,11,1424,PHN46 X PHB47,2022-05-19,2022-07-31,2022-08-03,73,76,3,1371.7,1437.65,65.95,81,180,,26.87,178.53,18.8,55.9,17.9,17.1,4.9,3,38.5,13.5,517,36,187.1,27.2,9.38,71.2,8.31,3.2,1.73,1.25,yellow,,2022-11-10 11:50:40,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1085$ROW23$RANGE12$2369 X PHP02,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,23,12,1425,PHP02 X PHB47,2022-05-19,2022-08-02,2022-08-05,75,78,3,1414.31,1483.45,69.15,74,168,,24.48,161.65,19.3,55.5,19.9,17,4,2.5,41.8,13,551,32.7,178.4,20.4,8.4,70.23,8.84,3.38,1.38,1.22,yellow,,2022-11-10 11:49:56,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1086$ROW23$RANGE13$PHK56 X PHJ89,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,23,13,1426,PHB47 X PHK56,2022-05-19,2022-08-03,2022-08-06,76,79,3,1437.65,1509.4,71.75,81,178,,25.77,172.49,18.2,57.4,16.2,15.8,4.1,2.5,40.8,15,585,27,162.8,22.2,7.77,71.6,8.17,3.87,1.08,1.13,yellow,,2022-11-10 11:49:23,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1087$ROW23$RANGE14$PHT69 X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,23,14,1427,PHP02 X LH185,2022-05-19,2022-08-01,2022-08-04,74,77,3,1393.15,1459.11,65.95,69,183,,18.81,124.67,19,53.7,20.5,20.3,5.3,3.5,42,14,606,34.1,212.7,29.2,7.7,72.35,8.05,4.15,1.78,1.37,,,2022-11-10 11:48:41,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1051$ROW24$RANGE3$B73 X PHZ51,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,24,3,1441,PHK56 X W606S,2022-05-19,2022-07-28,2022-07-31,70,73,3,1309.51,1371.7,62.2,58,201,,,,,,15.1,14.4,3.9,3,33.5,16.5,491,23.3,120.3,18.4,8.8,70.81,9.09,3.95,1.56,1.37,yellow,,2022-11-10 11:59:11,One row
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1052$ROW24$RANGE4$PHN46 X W606S,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,24,4,1442,PHP02 X PHG47,2022-05-19,2022-08-01,2022-08-04,74,77,3,1393.15,1459.11,65.95,61,183,,,,,,17.8,15.6,4.1,2.5,37.2,15,520,29.2,149.4,18.5,8.24,70.87,8.38,4.13,0.99,1.21,yellow,,2022-11-10 11:59:45,One row
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1053$ROW24$RANGE5$LH195 X LH185,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,24,5,1443,PHW52 X PHZ51,2022-05-19,2022-08-02,2022-08-05,75,78,3,1414.31,1483.45,69.15,76,201,,,,,,20.8,18.6,4.1,2.8,43.8,14,604,34.4,203,30.8,8.91,72.61,8.01,3.59,1.09,1.31,yellow,,2022-11-10 12:00:32,One row
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1054$ROW24$RANGE6$2FACC X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,24,6,1444,PHK76 X W606S,2022-05-19,2022-08-11,2022-08-15,84,88,4,1622.26,1717.51,95.25,38,,,1.98,,,,16.9,15.9,3.9,2.8,34.8,12.5,458,34.7,146.1,23.4,9.46,72.82,7.94,3.15,0.73,1.06,yellow,,2022-11-10 12:01:35,Not much here
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1055$ROW24$RANGE7$LH74 X PHM49,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,24,7,1445,HOEGEMEYER 8065RR,2022-05-19,2022-08-03,2022-08-05,76,78,2,1437.65,1483.45,45.8,58,132,,,,,,19.1,18.6,4.5,2.5,46.2,15,686,32.1,209.5,21.1,7.79,72.41,8.48,3.49,1.37,1.27,yellow,,2022-11-10 12:02:11,One row
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1056$ROW24$RANGE8$LH195 X PHZ51,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,24,8,1446,LH185 X LH82,2022-05-19,2022-08-02,2022-08-05,75,78,3,1414.31,1483.45,69.15,43,,,,,,,16.9,16.1,4.8,3,38.5,16,486,30.6,175.6,18.9,9.31,71.29,7.61,3.52,1.09,1.26,yellow,,2022-11-10 12:02:43,One row
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1057$ROW24$RANGE9$PHK76 X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,24,9,1447,PHP02 X PHJ89,2022-05-19,2022-08-02,2022-08-05,75,78,3,1414.31,1483.45,69.15,51,155,,,,,,17.6,16.4,4.4,3,39.5,13.5,496,30.4,152.2,22.4,8.5,71.07,8.76,3.48,1.2,1.27,yellow,,2022-11-10 12:03:23,One row
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1058$ROW24$RANGE10$PHG39 X PHM49,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,24,10,1448,PHK56 X LH185,2022-05-19,2022-08-04,2022-08-08,77,81,4,1459.11,1552.11,93,64,190,,,,,,17,16.5,3.5,2.4,42.8,14.5,575,31.1,174.8,22.7,7.78,70.69,7.77,3.84,1.54,1.24,yellow,,2022-11-10 12:03:56,One row
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1059$ROW24$RANGE11$PHP02 X W606S,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,24,11,1449,LH195 X LH185,2022-05-19,2022-08-05,2022-08-09,78,82,4,1483.45,1573.4,89.95,61,152,,2.07,,,,19.4,18.4,4.6,2.8,45.8,15,660,34.5,213.1,27.4,9.45,71.62,7.91,3.57,1.71,1.39,yellow,,2022-11-10 12:04:41,This whole pass is not good
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1060$ROW24$RANGE12$2369 X PHZ51,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,24,12,1450,B14A X MO17,2022-05-19,2022-08-04,2022-08-07,77,80,3,1459.11,1530.76,71.65,71,163,,8.14,52.55,21.1,46.5,19,18,4.5,2.9,43.8,15.5,602,28.6,175.3,26.2,9.02,70.54,8.01,4.35,2.25,1.4,yellow,,2022-11-10 12:05:11,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1061$ROW24$RANGE13$B105 X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,24,13,1451,PHP02 X LH145,2022-05-19,2022-08-04,2022-08-08,77,81,4,1459.11,1552.11,93,76,157,,7.35,49.68,17.4,57.5,15.9,15,4.2,2.6,35.8,14.5,489,26,130.5,17.1,8.31,69.79,9.46,3.46,1.43,1.32,yellow,,2022-11-10 12:05:42,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1062$ROW24$RANGE14$PHW52 X PHN82,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,24,14,1452,LH74 X PHM49,2022-05-19,2022-08-04,2022-08-07,77,80,3,1459.11,1530.76,71.65,69,170,,15.98,105.78,19.1,56.8,15.4,14.1,3.4,2.1,32.8,14.5,455,30.7,140.8,17.3,8.65,72.26,8.47,4.03,1.19,1.27,yellow,,2022-11-10 12:06:13,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1026$ROW25$RANGE3$LH185 X LH82,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,25,3,1466,4N506 X 3IIH6,2022-05-19,2022-08-01,2022-08-03,74,76,2,1393.15,1437.65,44.5,71,196,,25.96,182.26,14.2,56.1,18.2,16.1,4.9,3,36.5,15.5,562,29.6,165.3,25.1,9.13,69.84,8.01,5.17,1.11,1.47,yellow,,2022-11-10 12:33:17,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1027$ROW25$RANGE4$F42 X OH43,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,25,4,1467,PHT69 X 3IIH6,2022-05-19,2022-07-29,2022-08-01,71,74,3,1328.45,1393.15,64.7,84,180,,25.64,180.85,13.8,57.7,16.1,16.2,3.8,2.4,37,16,546,28.4,150.5,17.2,8.76,72.94,7.39,4.26,1.26,1.38,yellow,,2022-11-10 12:32:33,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1028$ROW25$RANGE5$PHW52 X PHM49,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,25,5,1468,2FACC X 3IIH6,2022-05-19,2022-07-28,2022-08-01,70,74,4,1309.51,1393.15,83.65,74,188,,27.82,194.4,14.6,57.3,13.5,13.9,3.8,3.1,31.8,16,492,33.6,161,22.1,8.95,72.17,7.76,3.61,1.36,1.38,yellow,,2022-11-10 12:31:53,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1029$ROW25$RANGE6$2369 X PHN82,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,25,6,1469,F42 X MO17,2022-05-19,2022-07-31,2022-08-03,73,76,3,1371.7,1437.65,65.95,84,190,,30.31,198.41,20,52.5,16.2,17.4,4,2.5,45,15,637,30.1,189.4,26,10.1,71.49,7.4,3.87,1.85,1.34,yellow,,2022-11-10 12:30:28,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1030$ROW25$RANGE7$B84 X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,25,7,1470,PIONEER P0589 AMXT,2022-05-19,2022-07-28,2022-08-01,70,74,4,1309.51,1393.15,83.65,61,160,,29.51,204.04,15.5,57.8,15.9,16.8,4,2.2,39.8,16.5,648,29.9,188.4,22.8,9.52,69.95,8.93,3.8,1.68,1.38,yellow,,2022-11-10 12:29:50,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1031$ROW25$RANGE8$PHW52 X PHZ51,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,25,8,1471,PHZ51 X LH145,2022-05-19,2022-07-27,2022-08-01,69,74,5,1286.36,1393.15,106.8,76,165,,17.23,122.94,12.8,57.6,21.9,20.2,4.5,3,44.8,15,677,27,182.1,29.6,8.45,71.34,8.51,4.19,1.09,1.27,yellow,,2022-11-10 12:29:12,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1032$ROW25$RANGE9$PHB47 X PHK56,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,25,9,1472,SYNGENTA NK0760-3111,2022-05-19,2022-07-28,2022-07-31,70,73,3,1309.51,1371.7,62.2,74,193,,31.87,214.1,17.9,53.6,18.9,18.6,5,3,44.5,16.5,723,29.8,210.8,28.9,9.19,70.74,8.42,4.17,2.42,1.56,yellow,,2022-11-10 12:28:40,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1033$ROW25$RANGE10$LH123HT X PHB47,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,25,10,1473,PHW52 X LH185,2022-05-19,2022-08-02,2022-08-05,75,78,3,1414.31,1483.45,69.15,56,142,,24.63,156.59,22.3,52.9,17.2,16.8,5,3.1,39.8,14.5,573,28.9,165.1,20.8,10.48,72.23,7.15,3.66,1.38,1.33,yellow,,2022-11-10 12:27:54,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1034$ROW25$RANGE11$N209 X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,25,11,1474,2369 X LH123HT,2022-05-19,2022-08-03,2022-08-07,76,80,4,1437.65,1530.76,93.1,84,201,,25.57,165.5,20.9,54,18.8,18.4,4.8,3.1,44,14.5,651,25.4,163,30.6,9.21,69.63,8.98,4.35,1.75,1.31,yellow,,2022-11-10 12:27:05,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1035$ROW25$RANGE12$LH123HT X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,25,12,1475,PIONEER 1311 AMXT,2022-05-19,2022-08-03,2022-08-06,76,79,3,1437.65,1509.4,71.75,71,180,,30.69,199.14,20.7,51.8,18.1,15.2,5.1,3.4,33,18.5,590,30.8,174.7,20.8,9.64,70.49,8.45,3.87,1.54,1.43,yellow,,2022-11-10 12:26:15,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1036$ROW25$RANGE13$LH82 X PHB47,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,25,13,1476,F42 X OH43,2022-05-19,2022-08-03,2022-08-06,76,79,3,1437.65,1509.4,71.75,76,198,,23.46,150.31,21.7,51,19.5,18.5,5.1,3.5,45.2,19,839,23.3,190.6,32.3,10.57,70.82,8.1,3.85,1.77,1.4,yellow,,2022-11-10 12:25:23,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1037$ROW25$RANGE14$SYNGENTA NK0760-3111,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,25,14,1477,PHP02 X LH198,2022-05-19,2022-07-26,2022-07-30,68,72,4,1263.61,1350.26,86.65,84,175,,28.75,186.79,20.6,54.2,15.9,14.8,5,3.2,33.8,16.5,515,33.9,176.2,25.6,9.77,70.73,8.61,4.21,1.46,1.42,yellow,,2022-11-10 12:24:49,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1001$ROW26$RANGE3$LH82 X W606S,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,26,3,1491,PHB47 X 3IIH6,2022-05-19,2022-07-28,2022-07-31,70,73,3,1309.51,1371.7,62.2,76,198,,27.7,192.43,15.1,55.2,19.2,17.1,4.5,2.5,38,15,545,29.3,154.1,20.1,9.98,70.78,8.02,3.71,1.74,1.36,yellow,,2022-11-10 12:36:10,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1002$ROW26$RANGE4$B37 X MO17,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,26,4,1492,LH82 X PHB47,2022-05-19,2022-07-31,2022-08-02,73,75,2,1371.7,1414.31,42.6,51,160,,24.48,163.65,18.3,57.3,16.6,13.9,4.4,2.3,33.2,15.2,500,24.2,114.1,17.6,10.54,70.84,7.94,4.2,1.02,1.26,yellow,,2022-11-10 12:36:42,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1003$ROW26$RANGE5$SYNGENTA NK0760-3111,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,26,5,1493,HOEGEMEYER 7089 AMXT,2022-05-19,2022-08-01,2022-08-04,74,77,3,1393.15,1459.11,65.95,71,188,,30.72,208.89,16.9,56.8,18.8,18,4.8,2.8,37,18.8,632,32.1,209,26.1,10.92,72.99,8.08,4.87,0.83,1.4,yellow,,2022-11-10 12:37:23,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1004$ROW26$RANGE6$4N506 X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,26,6,1494,B37 X MO17,2022-05-19,2022-08-02,2022-08-05,75,78,3,1414.31,1483.45,69.15,104,203,,26.04,167.69,21.3,52.1,17.2,16,4.9,3,39.2,14.5,534,29.9,159.8,26.4,11.58,71.22,7.45,4.31,1.84,1.18,orange,,2022-11-10 12:38:07,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1005$ROW26$RANGE7$LH74 X PHN82,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,26,7,1495,LH74 X PHN82,2022-05-19,2022-07-31,2022-08-02,73,75,2,1371.7,1414.31,42.6,66,163,,28.99,188.58,20.5,55.5,18,16.5,4.6,2.6,39.8,15.5,580,34.1,199,27.5,11.13,70.03,8.54,4.51,1.05,1.31,yellow,,2022-11-10 12:38:47,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1006$ROW26$RANGE8$PHP02 X LH185,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,26,8,1496,PHP02 X LH82,2022-05-19,2022-07-27,2022-07-30,69,72,3,1286.36,1350.26,63.9,69,165,,24.52,165.12,17.7,55.6,14.5,16,4.4,3.1,37,17,563,25.5,141.5,16.4,11.18,70.09,8.88,3.52,1.39,1.38,yellow,,2022-11-10 12:39:55,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1007$ROW26$RANGE9$PHB47 X LH185,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,26,9,1497,PHP02 X W606S,2022-05-19,2022-08-01,2022-08-03,74,76,2,1393.15,1437.65,44.5,64,165,,30.5,198.16,20.6,55.2,16.6,17.6,4.9,3.4,37.8,15,504,31.8,160.6,23.9,10.78,69.59,8.68,4.05,1.08,1.23,orange,,2022-11-10 12:40:36,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1008$ROW26$RANGE10$PHP02 X LH82,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,26,10,1498,SYNGENTA NK0760-3111,2022-05-19,2022-08-03,2022-08-06,76,79,3,1437.65,1509.4,71.75,71,180,,30.8,206.41,18.1,54,19,18.4,4.5,2.5,43,16,659,31.1,192.4,25.4,11.08,70.9,7.34,3.32,2.57,1.61,yellow,,2022-11-10 12:41:22,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1009$ROW26$RANGE11$PHP02 X PHJ89,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,26,11,1499,SYNGENTA NK0760-3111,2022-05-19,2022-08-02,2022-08-05,75,78,3,1414.31,1483.45,69.15,76,168,,31.92,213.39,18.3,53.8,20,19,4.8,2.8,43.8,17,664,35.5,215.2,28.3,10.95,70.97,8.69,4.23,2.13,1.57,yellow,,2022-11-10 12:42:03,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1010$ROW26$RANGE12$PHK76 X LH145,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,26,12,1500,SYNGENTA NK0760-3111,2022-05-19,2022-08-01,2022-08-04,74,77,3,1393.15,1459.11,65.95,74,183,,34,227.3,18.3,53.4,18.5,18,4.5,2.5,41.8,15.8,602,31,181.3,25.4,11.21,71.3,8.1,4.55,2.24,1.6,yellow,,2022-11-10 12:42:46,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1011$ROW26$RANGE13$WF9 X H95,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,26,13,1501,SYNGENTA NK0760-3111,2022-05-19,2022-08-01,2022-08-04,74,77,3,1393.15,1459.11,65.95,66,185,,32.77,219.07,18.3,53.4,16.9,17.6,4.5,2.8,41,16,614,31.1,187.6,25.4,11.08,70.74,7.25,3.44,2.41,1.58,yellow,,2022-11-10 12:43:25,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1012$ROW26$RANGE14$PHP02 X PHK56,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,26,14,1502,SYNGENTA NK0760-3111,2022-05-19,2022-07-31,2022-08-02,73,75,2,1371.7,1414.31,42.6,69,165,,27.03,180.48,18.4,54.2,13.4,14,4.1,2.8,32.5,14.5,447,28.3,127.9,16.3,10.66,71.18,8.64,3.72,2.26,1.56,yellow,,2022-11-10 12:44:08,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1163$ROW20$RANGE15$PHP02 X LH185,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,6,20,15,1353,PIONEER 1311 AMXT,2022-05-19,2022-07-31,2022-08-05,73,78,5,1371.7,1483.45,111.75,71,180,,30.18,200.52,18.8,56.1,19.5,17,5.2,3.4,36.2,18.2,640,32,209.8,23.6,8.87,71.58,8.07,3.9,1.35,1.35,yellow,,2022-11-10 10:56:51,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1164$ROW20$RANGE16$PHB47 X PHJ89,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,6,20,16,1354,PHP02 X PHK56,2022-05-19,2022-07-30,2022-08-02,72,75,3,1350.26,1414.31,64.05,76,188,,30.19,206.27,16.5,57.3,17.5,16.9,4.9,3.1,40,16.5,614,29.3,179.8,22.2,8.81,70.82,8.86,3.63,1.72,1.39,yellow,,2022-11-10 10:57:29,
