qr,loc,plot,field,nLvl,irrigation,rep,row,range,genotype,population,anthesisDate,anthesisCollector,silkingDate,silkingCollector,notes,leafDimHtNotes,leafDimHtCollector,leafDimHtDate,earHt,flagLeafHt,plantHt,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,combineNotes,earLen,earFillLen,earWidth,shelledCobWidth,shelledCobWt,kernelsPerEar,kernelMass,kernelColor,kernelStriping,hundredKernelWt,pctMoistureEarPhenotyping,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1218$ROW16$RANGE25$LH195 X 3IIH6,Scottsbluff,1218,Hybrid HIPS,Medium,Full,2,16,25,LH195 X 3IIH6,Hybrid,2022-07-28,NA,2022-08-02,NA,NA,NA,NA,NA,106.68,193.04,248.92,2022-11-09 14:27:03,26.58,16.1,55.4,216,NA,17,16.6,4.4,2.5,20.3,20.3,157.6,yellow,N,27.8,8.9,71.79,7.37,3.93,1.54,1.38
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1219$ROW16$RANGE26$F42 X OH43,Scottsbluff,1219,Hybrid HIPS,Medium,Full,2,16,26,F42 X OH43,Hybrid,2022-07-31,NA,2022-08-05,NA,NA,NA,NA,NA,114.3,208.28,261.62,2022-11-09 14:27:35,18.49,21.7,50.9,217,NA,17.9,18.5,4.4,3,29.1,29.1,152.1,yellow,N,28.6,10.2,69.54,8.03,3.78,1.53,1.1
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1220$ROW16$RANGE27$PHK56 X PHJ89,Scottsbluff,1220,Hybrid HIPS,Medium,Full,2,16,27,PHK56 X PHJ89,Hybrid,2022-07-30,NA,2022-08-05,NA,NA,NA,NA,NA,73.66,170.18,218.44,2022-11-09 14:28:09,21.72,19.6,55.5,218,NA,15.2,14.6,4.4,2.6,16.2,16.2,138.6,yellow,Y,27.8,9.6,70.07,8.72,3.34,1.38,1.28
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1171$ROW17$RANGE3$PHP02 X LH145,Scottsbluff,1171,Hybrid HIPS,Medium,Full,1,17,3,PHP02 X LH145,Hybrid,2022-07-26,NA,2022-07-31,NA,NA,NA,NA,NA,81.28,162.56,208.28,2022-11-09 14:10:41,18.5,14.7,59.6,193,NA,17,16.1,4.6,3.1,21.8,21.8,170.5,yellow,N,28.8,9.5,71.66,7.99,3.83,1.1,1.29
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1172$ROW17$RANGE4$PHK56 X 3IIH6,Scottsbluff,1172,Hybrid HIPS,Medium,Full,1,17,4,PHK56 X 3IIH6,Hybrid,2022-07-27,NA,2022-07-31,NA,NA,NA,NA,NA,91.44,292.1,414.02,2022-11-09 14:10:04,20.58,14.9,56.1,192,NA,17.2,15.9,4,2.6,24.1,24.1,138.3,yellow,N,29.1,9.4,70.71,7.22,3.87,1.77,1.17
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1173$ROW17$RANGE5$HOEGEMEYER 8065RR,Scottsbluff,1173,Hybrid HIPS,Medium,Full,1,17,5,HOEGEMEYER 8065RR,Hybrid,2022-07-25,NA,2022-07-30,NA,NA,NA,NA,NA,73.66,185.42,294.64,2022-11-09 14:09:26,23.89,21,54.8,191,NA,17.9,16.8,4.4,3,28.8,28.8,144.9,yellow,N,28.5,9.2,71.77,8.38,4.85,1.2,1.33
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1174$ROW17$RANGE6$PHG39 X PHM49,Scottsbluff,1174,Hybrid HIPS,Medium,Full,1,17,6,PHG39 X PHM49,Hybrid,2022-08-07,NA,2022-08-11,NA,NA,NA,NA,NA,76.2,182.88,292.1,2022-11-09 14:08:48,18.35,22.9,53.3,190,NA,17.2,15.2,4.6,2.9,27.1,27.1,172.8,yellow,N,32.3,9.8,71.01,8.38,4.22,1.14,1.28
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1175$ROW17$RANGE7$2369 X PHN82,Scottsbluff,1175,Hybrid HIPS,Medium,Full,1,17,7,2369 X PHN82,Hybrid,2022-08-06,NA,2022-08-10,NA,NA,NA,NA,NA,76.2,177.8,226.06,2022-11-09 14:08:09,24.47,21.1,55.4,189,NA,18.2,18,4.5,2.9,22.8,22.8,162.5,yellow,N,27.2,8.6,71.03,7.14,3.65,2.57,1.58
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1176$ROW17$RANGE8$LH82 X PHJ89,Scottsbluff,1176,Hybrid HIPS,Medium,Full,1,17,8,LH82 X PHJ89,Hybrid,2022-07-26,NA,2022-07-30,NA,NA,NA,NA,NA,55.88,144.78,185.42,2022-11-09 14:07:24,21.46,15.4,58.9,188,NA,16.2,15.2,4.6,3,21,21,148,yellow,N,26.8,8.8,70.64,8.25,3.6,1.23,1.19
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1177$ROW17$RANGE9$PHK76 X LH198,Scottsbluff,1177,Hybrid HIPS,Medium,Full,1,17,9,PHK76 X LH198,Hybrid,2022-08-05,NA,2022-08-09,NA,NA,NA,NA,NA,91.44,162.56,215.9,2022-11-09 14:06:43,20.95,20.2,58.3,187,NA,17.9,16.4,4.4,2.6,26.1,26.1,160.8,yellow,N,35.5,9.9,70.79,8.76,3.77,1.29,1.31
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1178$ROW17$RANGE10$LH145 X LH162,Scottsbluff,1178,Hybrid HIPS,Medium,Full,1,17,10,LH145 X LH162,Hybrid,2022-07-24,NA,2022-07-28,NA,NA,NA,NA,NA,76.2,149.86,195.58,2022-11-09 14:06:03,15.6,14,62,186,NA,18.9,18.1,4.6,3,25.2,25.2,175.8,yellow,N,29,8.6,71.42,7.48,3.85,2.44,1.58
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1179$ROW17$RANGE11$2369 X PHZ51,Scottsbluff,1179,Hybrid HIPS,Medium,Full,1,17,11,2369 X PHZ51,Hybrid,2022-08-11,NA,2022-08-15,NA,NA,NA,NA,NA,106.68,215.9,269.24,2022-11-09 14:05:20,21.5,20.1,57.3,185,NA,17.9,16.1,4.6,2.6,26.1,26.1,152.4,yellow,N,31.6,8.8,70.09,8.4,3.95,2.73,1.72
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1180$ROW17$RANGE12$PHN46 X PHK56,Scottsbluff,1180,Hybrid HIPS,Medium,Full,1,17,12,PHN46 X PHK56,Hybrid,2022-08-05,NA,2022-08-09,NA,NA,NA,NA,NA,68.58,147.32,198.12,2022-11-09 14:04:33,21.16,17.7,54,184,NA,18,17.4,4.6,3,23.7,23.7,177.1,yellow,N,28.4,8.4,70.41,7.53,3.76,2.72,1.68
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1181$ROW17$RANGE13$LH195 X LH123HT,Scottsbluff,1181,Hybrid HIPS,Medium,Full,1,17,13,LH195 X LH123HT,Hybrid,2022-08-06,NA,2022-08-10,NA,NA,NA,NA,NA,76.2,198.12,254,2022-11-09 14:03:54,18.99,24.5,51.7,183,NA,18.4,17.4,4.6,2.6,25.8,25.8,184.4,yellow,N,29.6,8.6,70.99,7.9,3.62,2.64,1.59
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1182$ROW17$RANGE14$PHW52 X PHM49,Scottsbluff,1182,Hybrid HIPS,Medium,Full,1,17,14,PHW52 X PHM49,Hybrid,2022-08-09,NA,2022-08-14,NA,NA,NA,NA,NA,83.82,177.8,226.06,2022-11-09 14:03:13,18.36,22.7,52.8,182,NA,17.1,16.5,4.5,2.9,22.4,22.4,159.8,yellow,N,26.5,9.4,71.19,7.34,3.69,2.67,1.57
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1183$ROW17$RANGE15$PHN46 X PHK56,Scottsbluff,1183,Hybrid HIPS,Medium,Full,2,17,15,PHN46 X PHK56,Hybrid,2022-08-01,NA,2022-08-06,NA,NA,NA,NA,NA,78.74,160.02,203.2,2022-11-09 14:02:33,11.45,14.6,55.8,181,NA,18.9,18.5,4.2,3.1,25.1,25.1,142.9,orange,N,29.5,9.7,69.84,8.36,3.86,1.51,1.21
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1184$ROW17$RANGE16$B73 X PHZ51,Scottsbluff,1184,Hybrid HIPS,Medium,Full,2,17,16,B73 X PHZ51,Hybrid,2022-08-08,NA,2022-08-12,NA,NA,NA,NA,NA,119.38,218.44,266.7,2022-11-09 14:01:57,15.19,19.1,56,180,NA,16.2,15.1,3.8,2.5,16.5,16.5,110.5,yellow,N,21.4,8.9,71.1,9.22,3.57,1.05,1.22
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1185$ROW17$RANGE17$PIONEER 1311 AMXT,Scottsbluff,1185,Hybrid HIPS,Medium,Full,2,17,17,PIONEER 1311 AMXT,Hybrid,2022-08-03,NA,2022-08-07,NA,NA,NA,NA,NA,66.04,182.88,233.68,2022-11-09 14:01:19,14.7,17,55.5,179,NA,19.2,17.2,4.5,3,24.5,24.5,166.5,yellow,N,27.2,10.4,71.67,8.48,3.28,1.22,1.18
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1186$ROW17$RANGE18$PHP02 X LH82,Scottsbluff,1186,Hybrid HIPS,Medium,Full,2,17,18,PHP02 X LH82,Hybrid,2022-07-28,NA,2022-08-02,NA,NA,NA,NA,NA,66.04,142.24,182.88,2022-11-09 14:00:40,14.5,14.4,55.9,178,NA,17,14.9,4.1,3,20.8,20.8,142.8,yellow,N,26.6,9.2,71.96,7.96,3.38,1.18,1.17
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1187$ROW17$RANGE19$4N506 X 3IIH6,Scottsbluff,1187,Hybrid HIPS,Medium,Full,2,17,19,4N506 X 3IIH6,Hybrid,2022-08-01,NA,2022-08-05,NA,NA,NA,NA,NA,104.14,187.96,243.84,2022-11-09 14:00:00,15.05,13.4,55.9,177,NA,16.6,15.2,4.9,3,25.5,25.5,161.2,yellow,N,31.5,9.5,72.51,7.54,3.58,1.34,1.3
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1188$ROW17$RANGE20$WF9 X H95,Scottsbluff,1188,Hybrid HIPS,Medium,Full,2,17,20,WF9 X H95,Hybrid,2022-08-10,NA,2022-08-14,NA,NA,NA,NA,NA,101.6,210.82,259.08,2022-11-09 13:59:23,14.42,17.5,55.7,176,NA,17.5,16.6,4.2,3,27.4,27.4,135.8,yellow,N,23.7,10.9,70.29,9.63,3.48,1.77,1.31
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1189$ROW17$RANGE21$LH123HT X 3IIH6,Scottsbluff,1189,Hybrid HIPS,Medium,Full,2,17,21,LH123HT X 3IIH6,Hybrid,2022-08-11,NA,2022-08-15,NA,NA,NA,NA,NA,104.14,198.12,248.92,2022-11-09 13:58:46,22.08,16.4,55.9,175,NA,16.4,15.8,4.5,3,19.3,19.3,134.1,yellow,N,27.2,9.2,72.55,8.11,3.51,1.58,1.33
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1190$ROW17$RANGE22$LH82 X PHJ89,Scottsbluff,1190,Hybrid HIPS,Medium,Full,2,17,22,LH82 X PHJ89,Hybrid,2022-07-25,NA,2022-07-29,NA,NA,NA,NA,NA,81.28,172.72,223.52,2022-11-09 13:58:10,17.44,16,58.4,174,NA,17.2,16.2,4.6,2.8,22.1,22.1,155.2,yellow,N,25.1,9.6,69.64,6.61,3.8,2.87,1.65
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1191$ROW17$RANGE23$LH195 X PHM49,Scottsbluff,1191,Hybrid HIPS,Medium,Full,2,17,23,LH195 X PHM49,Hybrid,2022-08-10,NA,2022-08-14,NA,NA,NA,NA,NA,86.36,193.04,246.38,2022-11-09 13:57:32,17.95,21.3,52,173,NA,15.6,14.2,4.5,3,19.1,19.1,138.3,yellow,N,27.1,9.6,72.86,6.79,3.59,1.71,1.41
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1192$ROW17$RANGE24$PHW52 X LH185,Scottsbluff,1192,Hybrid HIPS,Medium,Full,2,17,24,PHW52 X LH185,Hybrid,2022-07-29,NA,2022-08-03,NA,NA,NA,NA,NA,66.04,167.64,195.58,2022-11-09 13:56:45,25.63,20.2,54.6,172,NA,16,14.1,4.5,3,20.9,20.9,151,yellow,N,27.1,8.8,71.44,7.97,3.85,1.18,1.28
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1193$ROW17$RANGE25$PHP02 X LH185,Scottsbluff,1193,Hybrid HIPS,Medium,Full,2,17,25,PHP02 X LH185,Hybrid,2022-07-28,NA,2022-08-02,NA,NA,NA,NA,NA,68.58,170.18,213.36,2022-11-09 13:55:43,18.08,18.8,53.7,171,NA,17.8,17,4.6,3,24.2,24.2,166.4,yellow,N,29.9,9.7,71.03,7.51,3.35,0.98,1.19
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1194$ROW17$RANGE26$B73 X PHM49,Scottsbluff,1194,Hybrid HIPS,Medium,Full,2,17,26,B73 X PHM49,Hybrid,2022-08-11,NA,2022-08-15,NA,NA,NA,NA,NA,93.98,187.96,233.68,2022-11-09 13:55:01,21.48,21.1,53,170,NA,15.8,14.8,4.6,3,20.2,20.2,148.2,yellow,N,26.2,9.8,71.99,7.95,3.58,1.53,1.4
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1195$ROW17$RANGE27$2369 X PHZ51,Scottsbluff,1195,Hybrid HIPS,Medium,Full,2,17,27,2369 X PHZ51,Hybrid,2022-08-12,NA,2022-08-16,NA,NA,NA,NA,NA,139.7,218.44,266.7,NA,NA,NA,NA,NA,Grain tank,17.1,15.5,4.4,2.9,22.4,22.4,160.8,yellow,N,25.4,9.1,71.25,7.65,3.39,1.24,1.26
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1151$ROW20$RANGE3$PHK56 X W606S,Scottsbluff,1151,Hybrid HIPS,High,Full,1,20,3,PHK56 X W606S,Hybrid,2022-08-03,NA,2022-08-06,NA,NA,NA,NA,NA,45.72,190.5,236.22,2022-11-09 13:39:18,19.41,19.4,58.3,150,NA,19,17.6,4.9,3.2,22.9,22.9,173.2,yellow,N,25.9,8.8,72.14,7.92,4.04,0.69,1.16
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1152$ROW20$RANGE4$PIONEER P0589 AMXT,Scottsbluff,1152,Hybrid HIPS,High,Full,1,20,4,PIONEER P0589 AMXT,Hybrid,2022-08-05,NA,2022-08-07,NA,NA,NA,NA,NA,68.58,160.02,205.74,2022-11-09 13:39:56,14.8,16,59.1,151,NA,17.6,16,4.5,3.2,21.9,21.9,157.4,yellow,N,24.9,8.5,71.79,7.7,3.75,1.09,1.14
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1153$ROW20$RANGE5$PHP02 X PHB47,Scottsbluff,1153,Hybrid HIPS,High,Full,1,20,5,PHP02 X PHB47,Hybrid,2022-07-24,NA,2022-07-27,NA,NA,NA,NA,NA,71.12,162.56,208.28,2022-11-09 13:40:32,11.21,17.7,56.3,152,NA,13.6,12.6,4.6,3,19,19,114.5,yellow,N,27,8.6,69.65,8.88,3.9,1.35,1.12
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1154$ROW20$RANGE6$LH195 X 3IIH6,Scottsbluff,1154,Hybrid HIPS,High,Full,1,20,6,LH195 X 3IIH6,Hybrid,2022-08-05,NA,2022-08-09,NA,NA,NA,NA,NA,63.5,157.48,226.06,2022-11-09 13:41:19,16.03,14.6,53.8,153,NA,18.9,18.2,4.8,3.1,24.7,24.7,186.8,yellow,N,32,9.1,72.11,8.19,3.11,1.21,1.09
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1155$ROW20$RANGE7$PHN46 X PHK56,Scottsbluff,1155,Hybrid HIPS,High,Full,1,20,7,PHN46 X PHK56,Hybrid,2022-08-01,NA,2022-08-03,NA,NA,NA,NA,NA,58.42,144.78,190.5,2022-11-09 13:42:11,18.35,14.8,53.6,154,NA,21.6,20.5,5.2,3.9,43.5,43.5,245.4,yellow,N,30.1,8.6,71.27,9.23,4.86,0.86,1.29
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1156$ROW20$RANGE8$PHK76 X LH198,Scottsbluff,1156,Hybrid HIPS,High,Full,1,20,8,PHK76 X LH198,Hybrid,2022-08-06,NA,2022-08-10,NA,NA,NA,NA,NA,71.12,167.64,208.28,2022-11-09 13:42:46,19.14,20.5,58.9,155,NA,13.6,12.8,4.9,2.8,18.7,18.7,126,yellow,N,29.2,9,72.7,7.48,4.12,1.44,1.32
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1157$ROW20$RANGE9$LH198 X PHB47,Scottsbluff,1157,Hybrid HIPS,High,Full,1,20,9,LH198 X PHB47,Hybrid,2022-08-08,NA,2022-08-12,NA,NA,NA,NA,NA,63.5,160.02,205.74,2022-11-09 13:43:24,17.87,19.5,58.2,156,NA,17.5,16.4,4,3,21.7,21.7,109.3,yellow,N,20.5,8.6,71.34,8.83,3.63,1.84,1.31
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1158$ROW20$RANGE10$SYNGENTA NK0760-3111,Scottsbluff,1158,Hybrid HIPS,High,Full,1,20,10,SYNGENTA NK0760-3111,Hybrid,2022-08-09,NA,2022-08-13,NA,NA,NA,NA,NA,66.04,190.5,236.22,2022-11-09 13:44:01,23.35,18.7,55.2,157,NA,18.9,17.5,5.1,3.4,26.4,26.4,176,yellow,N,28.5,8.5,72.74,7.28,4.19,1.54,1.46
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1159$ROW20$RANGE11$SYNGENTA NK0760-3111,Scottsbluff,1159,Hybrid HIPS,High,Full,1,20,11,SYNGENTA NK0760-3111,Hybrid,2022-08-11,NA,2022-08-15,NA,NA,NA,NA,NA,60.96,160.02,213.36,2022-11-09 13:44:36,24.17,18.2,55.9,158,NA,13.5,12.9,4.5,2.8,16.3,16.3,110.2,yellow,N,23.5,8.6,70.08,8.94,4.23,1.27,1.31
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1160$ROW20$RANGE12$SYNGENTA NK0760-3111,Scottsbluff,1160,Hybrid HIPS,High,Full,1,20,12,SYNGENTA NK0760-3111,Hybrid,2022-08-10,NA,2022-08-14,NA,NA,NA,NA,NA,73.66,175.26,220.98,2022-11-09 13:45:15,28.03,18.2,55.3,159,NA,15.1,13.9,4.9,3.2,22.4,22.4,115.2,yellow,N,24.5,8.8,69.82,8.56,3.85,1.42,1.16
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1161$ROW20$RANGE13$SYNGENTA NK0760-3111,Scottsbluff,1161,Hybrid HIPS,High,Full,1,20,13,SYNGENTA NK0760-3111,Hybrid,2022-08-10,NA,2022-08-14,NA,NA,NA,NA,NA,60.96,187.96,228.6,2022-11-09 13:45:50,22.48,17.7,56.2,160,NA,18.4,17.1,4.6,3.5,23,23,159.8,yellow,N,25.9,8.9,69.93,8.62,3.95,1.44,1.37
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1162$ROW20$RANGE14$SYNGENTA NK0760-3111,Scottsbluff,1162,Hybrid HIPS,High,Full,1,20,14,SYNGENTA NK0760-3111,Hybrid,2022-08-11,NA,2022-08-15,NA,NA,NA,NA,NA,55.88,172.72,226.06,2022-11-09 13:46:27,20.67,16.9,55.8,161,NA,21.4,20.6,4.9,3.4,33.6,33.6,216.2,yellow,N,30.5,9.9,70.64,8.06,3.5,1.85,1.35
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1163$ROW20$RANGE15$PHP02 X LH185,Scottsbluff,1163,Hybrid HIPS,High,Full,2,20,15,PHP02 X LH185,Hybrid,2022-07-27,NA,2022-08-01,NA,NA,NA,NA,NA,68.58,170.18,218.44,2022-11-09 13:47:01,12.61,16.4,54.7,162,NA,19.5,17,5.2,3.4,23.6,23.6,209.8,yellow,N,32,10.5,71.58,8.07,3.9,1.35,1.35
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1164$ROW20$RANGE16$PHB47 X PHJ89,Scottsbluff,1164,Hybrid HIPS,High,Full,2,20,16,PHB47 X PHJ89,Hybrid,2022-07-30,NA,2022-08-03,NA,NA,NA,NA,NA,40.64,109.22,152.4,2022-11-09 13:47:42,9.53,12.8,58.3,163,NA,17.5,16.9,4.9,3.1,22.2,22.2,179.8,yellow,N,29.3,10,70.82,8.86,3.63,1.72,1.39
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1165$ROW20$RANGE17$PHT69 X 3IIH6,Scottsbluff,1165,Hybrid HIPS,High,Full,2,20,17,PHT69 X 3IIH6,Hybrid,2022-07-26,NA,2022-08-01,NA,NA,NA,NA,NA,68.58,147.32,198.12,2022-11-09 13:48:37,11.64,11.3,55.4,164,NA,17,16.2,4.5,3,25.2,25.2,153.5,yellow,N,27.1,11.4,70.42,9.25,3.48,1.81,1.17
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1166$ROW20$RANGE18$PHG39 X PHM49,Scottsbluff,1166,Hybrid HIPS,High,Full,2,20,18,PHG39 X PHM49,Hybrid,2022-08-02,NA,2022-08-06,NA,NA,NA,NA,NA,60.96,162.56,210.82,2022-11-09 13:49:25,12.09,16.5,58.9,165,NA,18.5,18.1,4.5,3.5,23.8,23.8,140.7,orange,N,27.1,10.7,70.12,8.61,3.84,1.34,1.18
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1167$ROW20$RANGE19$LH198 X PHB47,Scottsbluff,1167,Hybrid HIPS,High,Full,2,20,19,LH198 X PHB47,Hybrid,2022-08-06,NA,2022-08-10,NA,NA,NA,NA,NA,83.82,187.96,233.68,2022-11-09 13:50:02,13.72,16.3,59.5,166,NA,16.9,16,4.2,3.1,22.9,22.9,135.7,yellow,N,23.7,10.2,70.42,8.55,3.58,1.82,1.27
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1168$ROW20$RANGE20$B73 X MO17,Scottsbluff,1168,Hybrid HIPS,High,Full,2,20,20,B73 X MO17,Hybrid,2022-08-07,NA,2022-08-10,NA,NA,NA,NA,NA,71.12,147.32,193.04,2022-11-09 13:50:40,14.74,18.8,53.1,167,NA,17,14.6,4.6,3.5,19.1,19.1,126.9,orange,N,22.2,11.2,72.38,7.97,3.59,1.07,1.21
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1169$ROW20$RANGE21$PHP02 X LH145,Scottsbluff,1169,Hybrid HIPS,High,Full,2,20,21,PHP02 X LH145,Hybrid,2022-07-26,NA,2022-07-31,NA,NA,NA,NA,NA,63.5,177.8,228.6,2022-11-09 13:51:16,15.07,13.1,59.2,168,NA,17.1,15.4,4.9,3.4,22.6,22.6,158.2,yellow,N,25.8,11.1,70.59,8.67,3.71,1.05,1.27
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1170$ROW20$RANGE22$SYNGENTA NK0760-3111,Scottsbluff,1170,Hybrid HIPS,High,Full,2,20,22,SYNGENTA NK0760-3111,Hybrid,2022-08-10,NA,2022-08-14,NA,NA,NA,NA,NA,68.58,200.66,220.98,2022-11-09 13:52:13,23.42,16.4,55.6,169,NA,15.5,14.8,4.9,3,24.8,24.8,166.1,yellow,N,29.6,11.3,69.68,7.93,4.29,1.52,1.35
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1126$ROW21$RANGE3$B73 X 3IIH6,Scottsbluff,1126,Hybrid HIPS,High,Full,1,21,3,B73 X 3IIH6,Hybrid,2022-08-04,NA,2022-08-07,NA,NA,NA,NA,NA,88.9,213.36,243.84,2022-11-09 13:36:45,21.62,15.2,54.1,149,NA,17.4,15.1,4.4,2.8,18.8,18.8,138.3,yellow,N,28.3,10.8,71.11,7.81,4.94,1.36,1.36
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1127$ROW21$RANGE4$2369 X LH123HT,Scottsbluff,1127,Hybrid HIPS,High,Full,1,21,4,2369 X LH123HT,Hybrid,2022-08-10,NA,2022-08-14,NA,NA,NA,NA,NA,81.28,203.2,254,2022-11-09 13:35:27,17.73,22.2,53.4,148,NA,17,15.5,3.6,2.5,29.1,29.1,158.8,yellow,N,29.2,10.3,71.48,7.62,3.57,0.92,1.3
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1128$ROW21$RANGE5$PHZ51 X LH145,Scottsbluff,1128,Hybrid HIPS,High,Full,1,21,5,PHZ51 X LH145,Hybrid,2022-07-26,NA,2022-07-31,NA,NA,NA,NA,NA,83.82,208.28,256.54,2022-11-09 13:34:41,14.94,17.2,59.5,147,NA,17,15.5,3.8,3,36.4,36.4,166.3,yellow,N,23.6,10.9,69.54,8.82,3.69,1.72,1.2
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1129$ROW21$RANGE6$B73 X PHN82,Scottsbluff,1129,Hybrid HIPS,High,Full,1,21,6,B73 X PHN82,Hybrid,2022-08-11,NA,2022-08-15,NA,NA,NA,NA,NA,91.44,180.34,261.62,2022-11-09 13:32:31,24.93,22.7,54.5,146,NA,15.4,14.5,4.1,2.6,23.6,23.6,127,yellow,N,32.6,9.5,71.12,8.49,3.53,0.85,1.14
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1130$ROW21$RANGE7$PHP02 X PHG47,Scottsbluff,1130,Hybrid HIPS,High,Full,1,21,7,PHP02 X PHG47,Hybrid,2022-07-25,NA,2022-07-30,NA,NA,NA,NA,NA,60.96,160.02,215.9,2022-11-09 13:31:09,23.91,15.7,57.8,145,NA,16.1,14.6,3.5,2.6,19.4,19.4,140.3,yellow,N,31.4,10.5,71.46,8.47,3.77,0.89,1.25
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1131$ROW21$RANGE8$PHK56 X LH198,Scottsbluff,1131,Hybrid HIPS,High,Full,1,21,8,PHK56 X LH198,Hybrid,2022-08-08,NA,2022-08-12,NA,NA,NA,NA,NA,68.58,149.86,200.66,2022-11-09 13:30:35,21.96,19.3,54.1,144,NA,20.2,17.5,3.6,2.6,28.3,28.3,181.1,yellow,Y,30.3,11.3,70.26,8.85,3.9,1.35,1.3
