qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,pedigreeID,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
23-C-1746879,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,24,1746879,LH82 X PHB47,1716295,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,90,202,35000,13.71,122.31,15.2,56.9,16.238,NA,4.417,2.551,NA,14.5,511,24.739,126.1,18.667,NA,NA,NA,NA,NA,NA,NA,0.21,2023-10-02,;;;;;;;
23-C-1746880,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,24,1746880,LH82 X PHJ89,1716296,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,78,205,35500,18.19,165.72,13.4,56.4,16.499,NA,4.484,2.388,NA,16.5,592,23.525,139.6,19.367,NA,NA,NA,NA,NA,NA,NA,0.14,2023-10-02,;;;;;;;
23-C-1746881,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,28,1746881,PHJ40 X LH82,1739610,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,88,187,35000,19.05,170.15,15.1,59.9,15.298,NA,4.509,2.326,NA,15,413,29.164,120.9,23.5,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;Cob broke in pieces during shelling;;Cob broke in pieces during shelling
23-C-1746882,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,36,1746882,PHW52 X LH185,1739611,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,72,208,35000,23.45,202.79,17.8,56.1,19.2,NA,4.896,2.421,NA,15,575,36.89,212.1,24.5,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746883,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,31,1746883,PHW52 X PHZ51,1739612,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,100,244,34500,20.21,176.26,17.1,58.7,19.203,NA,4.869,2.276,NA,15.5,591,34.082,201.9,26.033,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746884,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,36,1746884,PHW52 X PHM49,1739613,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,102,227,35000,23.93,200.4,20.4,56,16.249,NA,4.731,2.115,NA,15.5,518,33.244,172.3,19.733,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746885,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,25,1746885,PHB47 X LH185,1716298,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,82,211,35000,16.7,153.2,12.8,55.9,18.845,NA,4.573,2.592,NA,13,537,30.86,165.8,22.6,NA,NA,NA,NA,NA,NA,NA,0.21,2023-10-02,;;;;;;;
23-C-1746887,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,37,1746887,PHZ51 X LH145,1739614,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,114,232,35500,16.59,152.54,12.6,59.9,16.885,NA,4.228,2.175,NA,14,421,29.545,124.9,21.2,NA,NA,NA,NA,NA,NA,NA,0.14,2023-10-02,;;;;;;;
23-C-1746888,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,33,1746888,2369 X PHP02,1739615,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,123,235,34000,20.29,184.43,13.6,58.8,17.142,NA,4.604,2.362,NA,15.5,542,29.034,157.5,20.533,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746889,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,21,1746889,2369 X 3IIH6,1739617,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,124,243,35000,20.66,189.75,12.7,56.3,17.329,NA,4.669,2.57,NA,15.5,548,27.204,147.9,18.7,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746890,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,28,1746890,2FACC X 3IIH6,1739618,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,95,214,34000,20.99,193.66,12.3,55.4,15.781,NA,4.777,2.23,NA,15.5,467,31.346,146.4,19.533,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746891,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,27,1746891,4N506 X 3IIH6,1739619,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,103,246,34500,18.19,169.36,11.5,54.5,16.818,NA,4.608,2.329,NA,16,529,24.603,129.7,20.533,NA,NA,NA,NA,NA,NA,NA,0.14,2023-10-02,;;;;;Severe bend in ear. String used to measure cob length;;
23-C-1746892,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,30,1746892,B105 X 3IIH6,1739620,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,114,254,35000,20.01,182.52,13.3,55.1,20.121,NA,4.844,2.452,NA,17,689,26.088,180.1,23.167,NA,NA,NA,NA,NA,NA,NA,0.14,2023-10-02,;;;;;Cob broke in pieces during shelling;;
23-C-1746893,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,31,1746893,B84 X 3IIH6,1739621,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,134,269,34500,21.35,195.86,12.8,55.1,17.612,NA,4.81,2.513,NA,16,619,31.168,193.1,29.567,NA,NA,NA,NA,NA,NA,NA,0.14,2023-10-02,;;;;;;;
23-C-1746894,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,21,1746894,LH123HT X PHB47,1739622,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,129,252,34500,19.34,168.88,17,57.2,17.051,NA,4.548,2.556,NA,13,515,28.367,146.2,23.167,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746895,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,27,1746895,N209 X 3IIH6,1739624,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,116,228,34500,18.39,170.25,12,54,16.414,NA,4.627,2.351,NA,17,495,27.03,133.2,15.5,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746896,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,27,1746896,PHG39 X PHM49,1739626,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,112,245,33500,23.66,200.62,19.4,56.3,17.894,NA,4.813,2.258,NA,15.5,564,34.618,194.7,26.2,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746897,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,29,1746897,PHP02 X PHG47,1739627,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,98,220,36500,20.19,184.8,13,58.1,18.078,NA,4.6,2.293,NA,17,636,27.021,171.1,22.033,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746898,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,31,1746898,PHT69 X 3IIH6,1739628,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,108,242,34500,20.26,188.85,11.4,55.9,17.764,NA,4.389,2.289,NA,15,521,26.523,139,19.733,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746899,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,28,1746899,PHK56 X LH82,1739629,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,93,203,34500,19.34,175.79,13.6,56.7,15.454,NA,4.585,2.287,NA,17,574,24.271,140.4,20.267,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746900,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,30,1746900,PHK56 X W606S,1739630,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,91,233,34000,1.98,19.35,7.1,56,15.847,NA,5.004,2.547,NA,16,508,34.651,180.5,28.233,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Poor stand;;;;;;;
23-C-1746901,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,30,1746901,PHK56 X 3IIH6,1739631,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,99,224,35500,19.45,180.07,12,57.4,17.787,NA,4.545,2.262,NA,15,564,28.745,162.8,22.6,NA,NA,NA,NA,NA,NA,NA,0.42,2023-10-02,;;;;;;;
23-C-1746902,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,21,1746902,PHK56 X PHJ89,1739633,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,81,214,34500,19,171.9,14,57.4,16.792,NA,4.532,2.255,NA,15,584,28.567,165.3,21.967,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746903,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,34,1746903,PHK56 X LH185,1739634,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,125,251,34500,19.74,180.68,13,56,15.685,NA,4.652,2.287,NA,15.5,522,26.624,140.4,22.3,NA,NA,NA,NA,NA,NA,NA,0.14,2023-10-02,;;;;;;;
23-C-1746904,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,32,1746904,PHK56 X LH145,1739635,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,79,238,33500,15.75,145.65,12.1,57.3,17.131,NA,4.336,2.225,NA,15.5,567,27.54,155.9,21.533,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746905,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,34,1746905,PHK76 X LH145,1739636,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,93,222,35500,18.28,165.77,13.8,62.7,17.498,NA,4.128,2.441,NA,13.5,456,28.066,128,25.433,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746906,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,32,1746906,PHK76 X LH198,1739637,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,122,237,36500,22.21,197.44,15.5,62,15.959,NA,4.538,2.332,NA,13.5,448,32.596,146.2,23.9,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746907,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,28,1746907,PHK76 X 3IIH6,1739638,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,103,214,35500,19.32,178.46,12.2,58.8,17.002,NA,4.285,2.197,NA,14,494,28.65,141.6,19.633,NA,NA,NA,NA,NA,NA,NA,0.07,2023-10-02,;;;;;;;
23-C-1746908,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,22,1746908,PHK76 X W606S,1739639,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,92,207,35500,17.9,162.89,13.5,59.2,15.938,NA,4.327,2.683,NA,13.5,421,26.994,113.7,18.933,NA,NA,NA,NA,NA,NA,NA,0.14,2023-10-02,;;;;;;;
23-C-1746910,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,29,1746910,PHK76 X LH82,1739640,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,84,196,34000,8.67,73.79,19.1,53.3,20.423,NA,5.248,2.839,NA,15,594,33.633,199.4,33.567,NA,NA,NA,NA,NA,NA,NA,0.12,2023-10-02,Poor stand;;Cob broke in pieces during shelling;;;;;
23-C-1746911,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,20,1746911,PHP02 X PHB47,1739641,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,94,199,35000,17.65,160.62,13.5,56.3,17.775,NA,4.536,2.491,NA,13,552,27.088,149.8,19.667,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746912,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,32,1746912,PHP02 X PHJ89,1739642,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,103,242,35000,22.47,204.72,13.4,56.6,17.768,NA,4.523,2.284,NA,14,586,30.909,180.3,22.167,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746913,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,31,1746913,PHP02 X LH185,1739643,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,95,210,35000,13.66,120.28,16.3,55.5,20.045,NA,5.005,2.563,NA,14.5,583,36.785,214.6,31.3,NA,NA,NA,NA,NA,NA,NA,0.11,2023-10-02,;;;;;;;
23-C-1746914,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,28,1746914,PHP02 X PHN46,1739644,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,86,201,34000,19.22,174.91,13.5,61.6,16.849,NA,4.426,2.375,NA,15.5,547,27.886,152.6,21.233,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746915,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,21,1746915,PHP02 X LH145,1739645,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,93,206,34500,15.47,142.9,12.2,58.8,17.661,NA,4.289,2.552,NA,13.5,452,29.693,133.9,24.267,NA,NA,NA,NA,NA,NA,NA,0.12,2023-10-02,;;;;;;;
23-C-1746916,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,34,1746916,PHP02 X PHK76,1739646,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,88,220,35000,19.65,178.41,13.7,59.3,16.278,NA,4.557,2.382,NA,14,484,33.123,160.8,25.1,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746917,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,29,1746917,PHP02 X W606S,1739647,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,100,229,35000,20.91,182.81,16.9,56,17.396,NA,4.872,2.692,NA,16,500,28.599,144.2,20.433,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;Cob broke in pieces during shelling
23-C-1746918,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,36,1746918,PHP02 X LH82,1739648,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,82,171,34500,15.73,141.49,14.5,57.2,15.232,NA,4.254,2.204,NA,16.5,443,24.154,107.1,13.567,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746919,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,23,1746919,PHP02 X PHK56,1739649,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,81,224,35500,19.52,176.4,14.1,57.7,15.911,NA,4.604,2.556,NA,16,549,26.693,146.9,18.233,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746920,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,23,1746920,PHP02 X LH198,1739650,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,109,228,33000,19.15,170.44,15.4,56.2,17.352,NA,5.098,2.708,NA,15.5,587,32.64,191.3,34,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746921,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,26,1746921,LH74 X PHN82,1739651,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,96,203,35000,16.18,140.77,17.3,57.3,19.403,NA,4.722,2.537,NA,15,630,30.429,191.2,27.867,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746922,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,22,1746922,B73 X PHN82,1739652,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,104,222,35000,20.15,172.77,18.5,56.1,16.75,NA,5.025,2.783,NA,18,623,29.691,184.5,27.567,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746923,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,37,1746923,PHB47 X PHK56,1739653,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,102,241,35000,18.39,167.55,13.4,59.1,15.462,NA,4.309,2.208,NA,14.5,506,25.797,131.3,18.867,NA,NA,NA,NA,NA,NA,NA,0.11,2023-10-02,;;;;;;;
23-C-1746924,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,34,1746924,2369 X LH123HT,1739654,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,119,269,35500,24.11,208.25,17.9,56.7,16.863,NA,4.495,2.335,NA,14.5,580,28.39,164.2,25.267,NA,NA,NA,NA,NA,NA,NA,0.08,2023-10-02,;;;;;;;
23-C-1746925,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,26,1746925,B14A X MO17,1739655,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,110,222,36000,18.34,156.48,18.9,53,18.052,NA,4.536,2.404,NA,14,542,29.594,160.1,24.7,NA,NA,NA,NA,NA,NA,NA,0.21,2023-10-02,;;;;;;;
23-C-1746926,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,25,1746926,B37 X MO17,1739656,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,142,250,35000,17.53,148.46,19.5,55.1,18.076,NA,4.795,2.641,NA,14.5,567,29.059,164.4,27,NA,NA,NA,NA,NA,NA,NA,0.04,2023-10-02,;;;;;;;
23-C-1746927,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,36,1746927,F42 X MO17,1739657,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,128,230,35500,17.89,150.57,20,53,17.635,NA,4.565,2.284,NA,15.5,623,25.366,158.8,21.533,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746928,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,24,1746928,LH195 X LH123HT,1739658,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,105,252,35500,20.19,170.78,19.6,56.3,19.383,NA,4.834,2.58,NA,16,629,32.875,208,29.9,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746930,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,25,1746930,LH123HT X 3IIH6,1739659,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,128,254,34000,23.98,216.71,14.1,55.1,16.932,NA,4.372,2.451,NA,13.5,482,28.316,137.7,18.733,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746931,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,35,1746931,LH195 X 3IIH6,1739660,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,114,229,35500,20.72,190.74,12.5,56,17.792,NA,4.479,2.22,NA,16.5,564,25.993,147,15.5,NA,NA,NA,NA,NA,NA,NA,0.21,2023-10-02,;;;;;;;
23-C-1746932,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,33,1746932,PHW52 X PHN82,1739661,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,94,221,35500,24.16,204.36,19.6,55.6,17.876,NA,4.728,2.447,NA,15,589,31.132,182.5,20.333,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746933,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,26,1746933,LH198 X PHZ51,1739662,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,158,272,35000,15.21,130.89,18.2,55.3,16.988,NA,4.962,2.632,NA,17,570,32.183,184.2,30.167,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746934,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,26,1746934,2369 X PHZ51,1739663,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,117,263,36000,19.33,170.21,16.3,57.7,18.839,NA,4.51,2.443,NA,14.5,591,28.322,167.5,26.833,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746935,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,25,1746935,B73 X 3IIH6,1739664,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,128,245,35000,21.17,196.44,11.8,53.9,19.322,NA,4.982,2.571,NA,18,604,28.737,173.7,25.8,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;collect;
23-C-1746936,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,21,1746936,B37 X H95,1739665,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,98,249,35000,15.21,129.93,18.8,57,16.064,NA,4.859,2.764,NA,16.5,561,27.269,153.1,33.833,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746937,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,29,1746937,WF9 X H95,1739666,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,121,254,35500,17.65,155.61,16.2,57,17.36,NA,4.772,2.46,NA,17.5,598,26.257,157.5,22.7,NA,NA,NA,NA,NA,NA,NA,0.03,2023-10-02,;;;;;;;
23-C-1746938,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,35,1746938,B37 X OH43,1739667,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,126,249,35000,15.05,128.09,19.1,53.5,18.005,NA,4.928,2.856,NA,16.5,604,28.675,172.6,30.433,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;Cob broke in pieces during shelling;;
23-C-1746939,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,35,1746939,F42 X OH43,1739668,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,131,259,35500,16.91,142.68,19.8,51.6,16.753,NA,4.739,2.647,NA,16.5,635,27.705,176.3,25.867,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746940,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,33,1746940,SYNGENTA NK0659-3120-EZ1,1739669,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,118,220,35500,22.71,203.8,14.7,58.5,16.415,NA,4.688,2.307,NA,14.5,526,32.192,169.3,19.533,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746941,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,22,1746941,PIONEER P0589 AMXT,1739670,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,93,199,34500,22.9,205.74,14.6,58.1,17.939,NA,4.813,2.548,NA,15.5,643,31.398,201.4,24.4,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746942,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,20,1746942,WYFFELS W1782,1739671,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,95,212,36500,23.9,219.25,12.8,57.9,20.271,NA,4.587,2.741,NA,15.5,579,32.408,186.3,28.6,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746943,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,32,1746943,HOEGEMEYER 7089 AMXT,1739672,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,102,242,35500,24.42,222.48,13.4,59.9,18.475,NA,4.843,2.32,NA,16,614,35.57,218.6,26.233,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746944,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,31,1746944,SYNGENTA NK0760-3111,1739673,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,134,248,35500,24.54,222.54,13.8,56.9,16.235,NA,4.677,2.252,NA,16,549,27.856,154.9,19.733,NA,NA,NA,NA,NA,NA,NA,0.04,2023-10-02,;;;;;;;
LINCOLN$HYBRID HIPS$75N$DRYLAND$REP$1$PLOT5026ROW2$RANGE14$@PHB47 X PHK56,2023,Lincoln,Lincoln,0,Low,75,NA,17.5,51,1,2,14,5026,PHB47 X PHK56,1739653,2023-05-16,2023-07-17,2023-07-18,62,63,1,1364.975,1385.875,20.9000000000001,73,204,25500,12.8,117.56,12.7,59.8,15.021,13.669,3.909,2.316,33.5,14,424,22.45,98.6,17.925,NA,NA,NA,NA,NA,NA,Yellow,NA,2023-10-23,
LINCOLN$HYBRID HIPS$75N$DRYLAND$REP$1$PLOT5027ROW3$RANGE14$@PHW52 X PHN82,2023,Lincoln,Lincoln,0,Low,75,NA,17.5,48,1,3,14,5027,PHW52 X PHN82,1739661,2023-05-16,2023-07-19,2023-07-21,64,66,2,1408.025,1452.275,44.25,73,192,24000,10.25,93.28,13.5,59.4,16.359,12.859,4.366,2.56,32.5,15.5,457,25.062,117,18.375,NA,NA,NA,NA,NA,NA,Yellow,NA,2023-10-23,
LINCOLN$HYBRID HIPS$75N$DRYLAND$REP$1$PLOT5028ROW4$RANGE14$@WF9 X H95,2023,Lincoln,Lincoln,0,Low,75,NA,17.5,47,1,4,14,5028,WF9 X H95,1739666,2023-05-16,2023-07-21,2023-07-23,66,68,2,1452.275,1499.325,47.0500000000002,91,241,23500,10.01,91.41,13.2,60.5,16.863,14.533,4.272,2.373,34,18,581,19.863,112.5,15.615,NA,NA,NA,NA,NA,NA,Yellow,NA,2023-10-23,
LINCOLN$HYBRID HIPS$75N$DRYLAND$REP$1$PLOT5029ROW5$RANGE14$@2369 X PHZ51,2023,Lincoln,Lincoln,0,Low,75,NA,17.5,64,1,5,14,5029,2369 X PHZ51,1739663,2023-05-16,2023-07-20,2023-07-22,65,67,2,1431.075,1475.175,44.1000000000004,131,229,32000,8.61,79.08,12.7,60.4,15.69,13.55,4.12,2.563,33.2,13.5,450,22.325,105.5,16.675,NA,NA,NA,NA,NA,NA,Yellow,NA,2023-10-23,
